C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A007,R079,01-06-02,05-05-11,18:00:00,REGULAR,001677571,001036066
A007,R079,01-06-02,05-05-11,22:00:00,REGULAR,001677887,001036099
A007,R079,01-06-02,05-06-11,02:00:00,REGULAR,001677932,001036103
A007,R079,01-06-02,05-06-11,06:00:00,REGULAR,001677939,001036112
A007,R079,01-06-02,05-06-11,10:00:00,REGULAR,001677969,001036297
A007,R079,01-06-02,05-06-11,14:00:00,REGULAR,001678132,001036439              
A007,R079,01-06-02,05-06-11,18:00:00,REGULAR,001678602,001036532
A007,R079,01-06-02,05-06-11,22:00:00,REGULAR,001678972,001036570                                                                                                                                                                                                                                                                                                  
A007,R079,01-06-03,05-01-11,02:00:00,REGULAR,003047219,001217730
A007,R079,01-06-03,05-01-11,06:00:00,REGULAR,003047232,001217733              
A007,R079,01-06-03,05-01-11,10:00:00,REGULAR,003047269,001217776
A007,R079,01-06-03,05-01-11,14:00:00,REGULAR,003047513,001217931
A007,R079,01-06-03,05-01-11,18:00:00,REGULAR,003048093,001218081
A007,R079,01-06-03,05-01-11,22:00:00,REGULAR,003048410,001218130
A007,R079,01-06-03,05-02-11,02:00:00,REGULAR,003048456,001218137
A007,R079,01-06-03,05-02-11,06:00:00,REGULAR,003048461,001218137
A007,R079,01-06-03,05-02-11,10:00:00,REGULAR,003048556,001218313
A007,R079,01-06-03,05-02-11,11:15:07,DOOR,003048630,001218364                 
A007,R079,01-06-03,05-02-11,11:15:22,DOOR,003048630,001218364
A007,R079,01-06-03,05-02-11,11:24:27,OPEN,003048642,001218364
A007,R079,01-06-03,05-02-11,13:07:06,DOOR,003048743,001218414
A007,R079,01-06-03,05-02-11,13:08:09,OPEN,003048746,001218415
A007,R079,01-06-03,05-02-11,13:17:30,DOOR,003048753,001218428
A007,R079,01-06-03,05-02-11,13:17:48,OPEN,003048753,001218428
A007,R079,01-06-03,05-02-11,13:18:02,DOOR,003048753,001218428
A007,R079,01-06-03,05-02-11,13:58:46,OPEN,003048753,001218428                                      
A007,R079,01-06-03,05-02-11,14:00:00,REGULAR,003048753,001218428
A007,R079,01-06-03,05-02-11,14:00:46,DOOR,003048753,001218428
A007,R079,01-06-03,05-02-11,14:00:55,OPEN,003048753,001218428
A007,R079,01-06-03,05-02-11,14:01:00,DOOR,003048753,001218428
A007,R079,01-06-03,05-02-11,14:01:02,OPEN,003048753,001218429
A007,R079,01-06-03,05-02-11,14:02:55,DOOR,003048753,001218430
A007,R079,01-06-03,05-02-11,14:03:41,OPEN,003048757,001218431
A007,R079,01-06-03,05-02-11,18:00:00,DOOR,003049388,001218731                                   
A007,R079,01-06-03,05-02-11,22:00:00,REGULAR,003049858,001218830
A007,R079,01-06-03,05-03-11,02:00:00,REGULAR,003049932,001218844
A007,R079,01-06-03,05-03-11,06:00:00,REGULAR,003049940,001218849
A007,R079,01-06-03,05-03-11,10:00:00,REGULAR,003050021,001219039
A007,R079,01-06-03,05-03-11,14:00:00,REGULAR,003050288,001219189
A007,R079,01-06-03,05-03-11,18:00:00,REGULAR,003050918,001219348
A007,R079,01-06-03,05-03-11,22:00:00,REGULAR,003051423,001219446
A007,R079,01-06-03,05-04-11,02:00:00,REGULAR,003051502,001219452              
A007,R079,01-06-03,05-04-11,06:00:00,REGULAR,003051507,001219456
A007,R079,01-06-03,05-04-11,08:24:29,REGULAR,003051546,001219516
A007,R079,01-06-03,05-04-11,10:00:00,REGULAR,003051624,001219651
A007,R079,01-06-03,05-04-11,14:00:00,REGULAR,003051943,001219801
A007,R079,01-06-03,05-04-11,18:00:00,REGULAR,003052502,001219970
A007,R079,01-06-03,05-04-11,22:00:00,REGULAR,003052994,001220072
A007,R079,01-06-03,05-05-11,02:00:00,REGULAR,003053081,001220082
A007,R079,01-06-03,05-05-11,06:00:00,REGULAR,003053084,001220085              
A007,R079,01-06-03,05-05-11,08:45:57,REGULAR,003053129,001220173
A007,R079,01-06-03,05-05-11,10:00:00,REGULAR,003053178,001220287
A007,R079,01-06-03,05-05-11,14:00:00,REGULAR,003053498,001220453
A007,R079,01-06-03,05-05-11,18:00:00,REGULAR,003054161,001220666
A007,R079,01-06-03,05-05-11,22:00:00,REGULAR,003054686,001220825
A007,R079,01-06-03,05-06-11,02:00:00,REGULAR,003054805,001220848
A007,R079,01-06-03,05-06-11,06:00:00,REGULAR,003054815,001220850
A007,R079,01-06-03,05-06-11,10:00:00,REGULAR,003054891,001221005              
A007,R079,01-06-03,05-06-11,14:00:00,REGULAR,003055211,001221147
A007,R079,01-06-03,05-06-11,18:00:00,REGULAR,003055949,001221394
A007,R079,01-06-03,05-06-11,22:00:00,REGULAR,003056526,001221501                                                                                                                                                                                                                                                    
A010,R080,00-00-00,05-01-11,00:00:00,REGULAR,002261279,000930534                   
A010,R080,00-00-00,05-01-11,04:00:00,REGULAR,002261397,000930563
A010,R080,00-00-00,05-01-11,04:00:00,RECOVR,002261397,000930563
A010,R080,00-00-00,05-01-11,08:00:00,AUD,002261458,000930603
A010,R080,00-00-00,05-01-11,12:00:00,REGULAR,002261663,000930770
A010,R080,00-00-00,05-01-11,16:00:00,REGULAR,002262057,000931039
A010,R080,00-00-00,05-01-11,20:00:00,REGULAR,002262584,000931259
A010,R080,00-00-00,05-02-11,00:00:00,REGULAR,002262878,000931359
A010,R080,00-00-00,05-02-11,04:00:00,REGULAR,002262925,000931372                   
A010,R080,00-00-00,05-02-11,08:00:00,REGULAR,002262977,000931535
A010,R080,00-00-00,05-02-11,12:00:00,REGULAR,002263261,000932064
A010,R080,00-00-00,05-02-11,16:00:00,REGULAR,002263787,000932392
A010,R080,00-00-00,05-02-11,20:00:00,REGULAR,002264820,000932734
A010,R080,00-00-00,05-03-11,00:00:00,REGULAR,002265340,000932845
A010,R080,00-00-00,05-03-11,04:00:00,REGULAR,002265422,000932862
A010,R080,00-00-00,05-03-11,04:00:00,RECOVR,002265422,000932862
A010,R080,00-00-00,05-03-11,07:15:52,AUD,002265467,000932941                   
A010,R080,00-00-00,05-03-11,08:00:00,REGULAR,002265504,000933012
A010,R080,00-00-00,05-03-11,12:00:00,REGULAR,002265774,000933557
A010,R080,00-00-00,05-03-11,14:13:19,REGULAR,002266008,000933760
A010,R080,00-00-00,05-03-11,16:00:00,REGULAR,002266314,000933898
A010,R080,00-00-00,05-03-11,20:00:00,REGULAR,002267367,000934252
A010,R080,00-00-00,05-04-11,00:00:00,REGULAR,002267979,000934355
A010,R080,00-00-00,05-04-11,04:00:00,REGULAR,002268048,000934376
A010,R080,00-00-00,05-04-11,04:00:00,RECOVR,002268048,000934376               
A010,R080,00-00-00,05-04-11,08:00:00,REGULAR,002268119,000934513
A010,R080,00-00-00,05-04-11,12:00:00,REGULAR,002268480,000935053
A010,R080,00-00-00,05-04-11,16:00:00,REGULAR,002269040,000935348
A010,R080,00-00-00,05-04-11,20:00:00,REGULAR,002269960,000935689
A010,R080,00-00-00,05-05-11,00:00:00,REGULAR,002270391,000935833
A010,R080,00-00-00,05-05-11,04:00:00,REGULAR,002270476,000935844
A010,R080,00-00-00,05-05-11,08:00:00,REGULAR,002270553,000935995
A010,R080,00-00-00,05-05-11,12:00:00,REGULAR,002270891,000936503              
A010,R080,00-00-00,05-05-11,16:00:00,REGULAR,002271478,000936883
A010,R080,00-00-00,05-05-11,20:00:00,REGULAR,002272474,000937252
A010,R080,00-00-00,05-06-11,00:00:00,REGULAR,002273058,000937375
A010,R080,00-00-00,05-06-11,04:00:00,REGULAR,002273158,000937389
A010,R080,00-00-00,05-06-11,04:00:00,RECOVR,002273158,000937389
A010,R080,00-00-00,05-06-11,08:00:00,AUD,002273234,000937528
A010,R080,00-00-00,05-06-11,12:00:00,REGULAR,002273556,000938044
A010,R080,00-00-00,05-06-11,16:00:00,REGULAR,002274144,000938344                   
A010,R080,00-00-00,05-06-11,20:00:00,REGULAR,002275095,000938724                                                                                                                                                                                                                                                                                                                                                
A010,R080,00-00-01,05-01-11,00:00:00,REGULAR,010076105,003445167                   
A010,R080,00-00-01,05-01-11,04:00:00,REGULAR,010076160,003445183
A010,R080,00-00-01,05-01-11,04:00:00,RECOVR,010076160,003445183
A010,R080,00-00-01,05-01-11,08:00:00,AUD,010076173,003445213
A010,R080,00-00-01,05-01-11,12:00:00,REGULAR,010076289,003445320
A010,R080,00-00-01,05-01-11,16:00:00,REGULAR,010076547,003445472
A010,R080,00-00-01,05-01-11,20:00:00,REGULAR,010076911,003445603
A010,R080,00-00-01,05-02-11,00:00:00,REGULAR,010077079,003445649
A010,R080,00-00-01,05-02-11,04:00:00,REGULAR,010077108,003445654                   
A010,R080,00-00-01,05-02-11,04:00:00,REGULAR,010077108,003445654
A010,R080,00-00-01,05-02-11,08:00:00,REGULAR,010077144,003445747
A010,R080,00-00-01,05-02-11,12:00:00,REGULAR,010077348,003446050
A010,R080,00-00-01,05-02-11,16:00:00,REGULAR,010077688,003446218
A010,R080,00-00-01,05-02-11,20:00:00,REGULAR,010078380,003446455
A010,R080,00-00-01,05-03-11,00:00:00,REGULAR,010078671,003446513
A010,R080,00-00-01,05-03-11,04:00:00,REGULAR,010078700,003446518
A010,R080,00-00-01,05-03-11,04:00:00,RECOVR,010078700,003446518               
A010,R080,00-00-01,05-03-11,07:15:52,REGULAR,010078723,003446562
A010,R080,00-00-01,05-03-11,08:00:00,REGULAR,010078742,003446608
A010,R080,00-00-01,05-03-11,12:00:00,REGULAR,010078952,003446955
A010,R080,00-00-01,05-03-11,14:13:19,REGULAR,010079123,003447059
A010,R080,00-00-01,05-03-11,16:00:00,REGULAR,010079347,003447130
A010,R080,00-00-01,05-03-11,20:00:00,REGULAR,010080116,003447341
A010,R080,00-00-01,05-04-11,00:00:00,REGULAR,010080473,003447424
A010,R080,00-00-01,05-04-11,04:00:00,REGULAR,010080511,003447433              
A010,R080,00-00-01,05-04-11,04:00:00,RECOVR,010080511,003447433
A010,R080,00-00-01,05-04-11,08:00:00,AUD,010080558,003447515
A010,R080,00-00-01,05-04-11,12:00:00,REGULAR,010080816,003447848
A010,R080,00-00-01,05-04-11,16:00:00,REGULAR,010081233,003448009
A010,R080,00-00-01,05-04-11,20:00:00,REGULAR,010081939,003448215
A010,R080,00-00-01,05-05-11,00:00:00,REGULAR,010082187,003448292
A010,R080,00-00-01,05-05-11,04:00:00,REGULAR,010082223,003448294
A010,R080,00-00-01,05-05-11,08:00:00,REGULAR,010082265,003448384                   
A010,R080,00-00-01,05-05-11,12:00:00,REGULAR,010082528,003448731
A010,R080,00-00-01,05-05-11,16:00:00,REGULAR,010082933,003448961
A010,R080,00-00-01,05-05-11,20:00:00,REGULAR,010083650,003449203
A010,R080,00-00-01,05-06-11,00:00:00,REGULAR,010083993,003449277
A010,R080,00-00-01,05-06-11,04:00:00,REGULAR,010084034,003449293
A010,R080,00-00-01,05-06-11,04:00:00,RECOVR,010084034,003449293
A010,R080,00-00-01,05-06-11,08:00:00,AUD,010084069,003449367
A010,R080,00-00-01,05-06-11,12:00:00,REGULAR,010084308,003449649                   
A010,R080,00-00-01,05-06-11,16:00:00,REGULAR,010084680,003449851
A010,R080,00-00-01,05-06-11,20:00:00,REGULAR,010085331,003450078                                                                                                                                                                                                                                                                                                  
A010,R080,00-00-02,05-01-11,00:00:00,REGULAR,007331623,002680473                   
A010,R080,00-00-02,05-01-11,04:00:00,REGULAR,007331663,002680484
A010,R080,00-00-02,05-01-11,04:00:00,RECOVR,007331663,002680484
A010,R080,00-00-02,05-01-11,08:00:00,AUD,007331675,002680498
A010,R080,00-00-02,05-01-11,12:00:00,REGULAR,007331763,002680564
A010,R080,00-00-02,05-01-11,16:00:00,REGULAR,007331977,002680642
A010,R080,00-00-02,05-01-11,20:00:00,REGULAR,007332260,002680714
A010,R080,00-00-02,05-02-11,00:00:00,REGULAR,007332353,002680742
A010,R080,00-00-02,05-02-11,04:00:00,REGULAR,007332365,002680747                   
A010,R080,00-00-02,05-02-11,04:00:00,RECOVR,007332365,002680747
A010,R080,00-00-02,05-02-11,08:00:00,AUD,007332386,002680819
A010,R080,00-00-02,05-02-11,12:00:00,REGULAR,007332551,002681059
A010,R080,00-00-02,05-02-11,16:00:00,REGULAR,007332777,002681170
A010,R080,00-00-02,05-02-11,20:00:00,REGULAR,007333329,002681309
A010,R080,00-00-02,05-03-11,00:00:00,REGULAR,007333496,002681348
A010,R080,00-00-02,05-03-11,04:00:00,REGULAR,007333520,002681349
A010,R080,00-00-02,05-03-11,04:00:00,REGULAR,007333520,002681349                   
A010,R080,00-00-02,05-03-11,07:15:52,REGULAR,007333533,002681385
A010,R080,00-00-02,05-03-11,08:00:00,REGULAR,007333555,002681413
A010,R080,00-00-02,05-03-11,12:00:00,REGULAR,007333717,002681670
A010,R080,00-00-02,05-03-11,14:13:19,REGULAR,007333845,002681736
A010,R080,00-00-02,05-03-11,16:00:00,REGULAR,007333990,002681788
A010,R080,00-00-02,05-03-11,20:00:00,REGULAR,007334610,002681954
A010,R080,00-00-02,05-04-11,00:00:00,REGULAR,007334886,002681998
A010,R080,00-00-02,05-04-11,04:00:00,REGULAR,007334902,002682007              
A010,R080,00-00-02,05-04-11,04:00:00,RECOVR,007334902,002682007
A010,R080,00-00-02,05-04-11,08:00:00,AUD,007334936,002682086
A010,R080,00-00-02,05-04-11,12:00:00,REGULAR,007335133,002682353
A010,R080,00-00-02,05-04-11,16:00:00,REGULAR,007335414,002682489
A010,R080,00-00-02,05-04-11,20:00:00,REGULAR,007335953,002682620
A010,R080,00-00-02,05-05-11,00:00:00,REGULAR,007336128,002682650
A010,R080,00-00-02,05-05-11,04:00:00,REGULAR,007336166,002682655
A010,R080,00-00-02,05-05-11,08:00:00,REGULAR,007336195,002682713                   
A010,R080,00-00-02,05-05-11,12:00:00,REGULAR,007336398,002682967
A010,R080,00-00-02,05-05-11,16:00:00,REGULAR,007336678,002683115
A010,R080,00-00-02,05-05-11,20:00:00,REGULAR,007337184,002683289
A010,R080,00-00-02,05-06-11,00:00:00,REGULAR,007337439,002683335
A010,R080,00-00-02,05-06-11,04:00:00,REGULAR,007337476,002683345
A010,R080,00-00-02,05-06-11,04:00:00,RECOVR,007337476,002683345
A010,R080,00-00-02,05-06-11,08:00:00,AUD,007337505,002683411
A010,R080,00-00-02,05-06-11,12:00:00,REGULAR,007337655,002683675                   
A010,R080,00-00-02,05-06-11,16:00:00,REGULAR,007337942,002683776
A010,R080,00-00-02,05-06-11,20:00:00,REGULAR,007338409,002683916                                                                                                                                                                                                                                                                                                  
A010,R080,00-00-03,05-01-11,00:00:00,REGULAR,000565559,000280750                   
A010,R080,00-00-03,05-01-11,04:00:00,REGULAR,000565587,000280757
A010,R080,00-00-03,05-01-11,04:00:00,RECOVR,000565587,000280757
A010,R080,00-00-03,05-01-11,08:00:00,AUD,000565600,000280774
A010,R080,00-00-03,05-01-11,12:00:00,REGULAR,000565686,000280852
A010,R080,00-00-03,05-01-11,16:00:00,REGULAR,000565851,000280921
A010,R080,00-00-03,05-01-11,20:00:00,REGULAR,000566042,000280977
A010,R080,00-00-03,05-02-11,00:00:00,REGULAR,000566112,000280991
A010,R080,00-00-03,05-02-11,04:00:00,REGULAR,000566121,000280996                   
A010,R080,00-00-03,05-02-11,04:00:00,RECOVR,000566121,000280996
A010,R080,00-00-03,05-02-11,08:00:00,AUD,000566137,000281064
A010,R080,00-00-03,05-02-11,12:00:00,REGULAR,000566258,000281262
A010,R080,00-00-03,05-02-11,16:00:00,REGULAR,000566445,000281329
A010,R080,00-00-03,05-02-11,20:00:00,REGULAR,000566932,000281434
A010,R080,00-00-03,05-03-11,00:00:00,REGULAR,000567082,000281462
A010,R080,00-00-03,05-03-11,04:00:00,REGULAR,000567101,000281466
A010,R080,00-00-03,05-03-11,04:00:00,REGULAR,000567101,000281466                   
A010,R080,00-00-03,05-03-11,07:15:52,REGULAR,000567113,000281499
A010,R080,00-00-03,05-03-11,08:00:00,REGULAR,000567124,000281537
A010,R080,00-00-03,05-03-11,12:00:00,REGULAR,000567252,000281767
A010,R080,00-00-03,05-03-11,14:13:19,REGULAR,000567351,000281821
A010,R080,00-00-03,05-03-11,16:00:00,REGULAR,000567474,000281861
A010,R080,00-00-03,05-03-11,20:00:00,REGULAR,000568104,000281995
A010,R080,00-00-03,05-04-11,00:00:00,REGULAR,000568362,000282021
A010,R080,00-00-03,05-04-11,04:00:00,REGULAR,000568387,000282022              
A010,R080,00-00-03,05-04-11,04:00:00,RECOVR,000568387,000282022
A010,R080,00-00-03,05-04-11,08:00:00,AUD,000568406,000282092
A010,R080,00-00-03,05-04-11,12:00:00,REGULAR,000568552,000282301
A010,R080,00-00-03,05-04-11,16:00:00,REGULAR,000568767,000282411
A010,R080,00-00-03,05-04-11,20:00:00,REGULAR,000569239,000282525
A010,R080,00-00-03,05-05-11,00:00:00,REGULAR,000569391,000282555
A010,R080,00-00-03,05-05-11,04:00:00,REGULAR,000569400,000282560
A010,R080,00-00-03,05-05-11,04:00:00,REGULAR,000569400,000282560                   
A010,R080,00-00-03,05-05-11,08:00:00,REGULAR,000569425,000282620
A010,R080,00-00-03,05-05-11,12:00:00,REGULAR,000569568,000282839
A010,R080,00-00-03,05-05-11,16:00:00,REGULAR,000569797,000282968
A010,R080,00-00-03,05-05-11,20:00:00,REGULAR,000570286,000283088
A010,R080,00-00-03,05-06-11,00:00:00,REGULAR,000570476,000283120
A010,R080,00-00-03,05-06-11,04:00:00,REGULAR,000570500,000283130
A010,R080,00-00-03,05-06-11,04:00:00,RECOVR,000570500,000283130
A010,R080,00-00-03,05-06-11,08:00:00,AUD,000570522,000283187                   
A010,R080,00-00-03,05-06-11,12:00:00,REGULAR,000570644,000283412
A010,R080,00-00-03,05-06-11,16:00:00,REGULAR,000570855,000283510
A010,R080,00-00-03,05-06-11,20:00:00,REGULAR,000571266,000283593                                                                                                                                                                                                                                                    
A010,R080,00-00-04,05-01-11,00:00:00,REGULAR,001018742,000556813                   
A010,R080,00-00-04,05-01-11,04:00:00,REGULAR,001018770,000556817
A010,R080,00-00-04,05-01-11,08:00:00,REGULAR,001018781,000556839
A010,R080,00-00-04,05-01-11,12:00:00,REGULAR,001018859,000556929
A010,R080,00-00-04,05-01-11,16:00:00,REGULAR,001019014,000557016
A010,R080,00-00-04,05-01-11,20:00:00,REGULAR,001019264,000557079
A010,R080,00-00-04,05-02-11,00:00:00,REGULAR,001019344,000557100
A010,R080,00-00-04,05-02-11,04:00:00,REGULAR,001019361,000557107
A010,R080,00-00-04,05-02-11,04:00:00,RECOVR,001019361,000557107               
A010,R080,00-00-04,05-02-11,08:00:00,REGULAR,001019389,000557175
A010,R080,00-00-04,05-02-11,12:00:00,REGULAR,001019498,000557394
A010,R080,00-00-04,05-02-11,16:00:00,REGULAR,001019745,000557466
A010,R080,00-00-04,05-02-11,20:00:00,REGULAR,001020363,000557539
A010,R080,00-00-04,05-03-11,00:00:00,REGULAR,001020588,000557572
A010,R080,00-00-04,05-03-11,04:00:00,REGULAR,001020617,000557575
A010,R080,00-00-04,05-03-11,04:00:00,RECOVR,001020617,000557575
A010,R080,00-00-04,05-03-11,07:15:52,AUD,001020627,000557620                   
A010,R080,00-00-04,05-03-11,08:00:00,REGULAR,001020640,000557659
A010,R080,00-00-04,05-03-11,12:00:00,REGULAR,001020771,000557886
A010,R080,00-00-04,05-03-11,14:13:19,REGULAR,001020860,000557927
A010,R080,00-00-04,05-03-11,16:00:00,REGULAR,001021030,000557964
A010,R080,00-00-04,05-03-11,20:00:00,REGULAR,001021933,000558055
A010,R080,00-00-04,05-04-11,00:00:00,REGULAR,001022302,000558076
A010,R080,00-00-04,05-04-11,04:00:00,REGULAR,001022323,000558079
A010,R080,00-00-04,05-04-11,04:00:00,RECOVR,001022323,000558079               
A010,R080,00-00-04,05-04-11,08:00:00,REGULAR,001022354,000558163
A010,R080,00-00-04,05-04-11,12:00:00,REGULAR,001022476,000558437
A010,R080,00-00-04,05-04-11,16:00:00,REGULAR,001022736,000558531
A010,R080,00-00-04,05-04-11,20:00:00,REGULAR,001023288,000558646
A010,R080,00-00-04,05-05-11,00:00:00,REGULAR,001023513,000558671
A010,R080,00-00-04,05-05-11,04:00:00,REGULAR,001023538,000558673
A010,R080,00-00-04,05-05-11,04:00:00,RECOVR,001023538,000558673
A010,R080,00-00-04,05-05-11,08:00:00,AUD,001023547,000558741                   
A010,R080,00-00-04,05-05-11,12:00:00,REGULAR,001023678,000559006
A010,R080,00-00-04,05-05-11,16:00:00,REGULAR,001023924,000559133
A010,R080,00-00-04,05-05-11,20:00:00,REGULAR,001024533,000559234
A010,R080,00-00-04,05-06-11,00:00:00,REGULAR,001024831,000559258
A010,R080,00-00-04,05-06-11,04:00:00,REGULAR,001024865,000559263
A010,R080,00-00-04,05-06-11,04:00:00,RECOVR,001024865,000559263
A010,R080,00-00-04,05-06-11,08:00:00,AUD,001024882,000559338
A010,R080,00-00-04,05-06-11,12:00:00,REGULAR,001025006,000559566                   
A010,R080,00-00-04,05-06-11,16:00:00,REGULAR,001025268,000559649
A010,R080,00-00-04,05-06-11,20:00:00,REGULAR,001025805,000559730                                                                                                                                                                                                                                                                                                  
A010,R080,00-00-05,05-01-11,00:00:00,REGULAR,007944507,003014353                   
A010,R080,00-00-05,05-01-11,04:00:00,REGULAR,007944553,003014357
A010,R080,00-00-05,05-01-11,08:00:00,REGULAR,007944575,003014377
A010,R080,00-00-05,05-01-11,12:00:00,REGULAR,007944662,003014469
A010,R080,00-00-05,05-01-11,16:00:00,REGULAR,007944872,003014560
A010,R080,00-00-05,05-01-11,20:00:00,REGULAR,007945235,003014618
A010,R080,00-00-05,05-02-11,00:00:00,REGULAR,007945359,003014635
A010,R080,00-00-05,05-02-11,04:00:00,REGULAR,007945381,003014635
A010,R080,00-00-05,05-02-11,04:00:00,RECOVR,007945381,003014635               
A010,R080,00-00-05,05-02-11,08:00:00,REGULAR,007945411,003014699
A010,R080,00-00-05,05-02-11,12:00:00,REGULAR,007945591,003014928
A010,R080,00-00-05,05-02-11,16:00:00,REGULAR,007945936,003015026
A010,R080,00-00-05,05-02-11,20:00:00,REGULAR,007946767,003015114
A010,R080,00-00-05,05-03-11,00:00:00,REGULAR,007947048,003015121
A010,R080,00-00-05,05-03-11,04:00:00,RECOVR,007947083,003015125
A010,R080,00-00-05,05-03-11,04:00:00,AUD,007947083,003015125
A010,R080,00-00-05,05-03-11,07:15:52,REGULAR,007947094,003015162                   
A010,R080,00-00-05,05-03-11,08:00:00,REGULAR,007947121,003015197
A010,R080,00-00-05,05-03-11,12:00:00,REGULAR,007947311,003015391
A010,R080,00-00-05,05-03-11,14:13:19,REGULAR,007947498,003015416
A010,R080,00-00-05,05-03-11,16:00:00,REGULAR,007947734,003015456
A010,R080,00-00-05,05-03-11,20:00:00,REGULAR,007948984,003015519
A010,R080,00-00-05,05-04-11,00:00:00,REGULAR,007949532,003015539
A010,R080,00-00-05,05-04-11,04:00:00,REGULAR,007949577,003015542
A010,R080,00-00-05,05-04-11,04:00:00,RECOVR,007949577,003015542               
A010,R080,00-00-05,05-04-11,08:00:00,REGULAR,007949616,003015622
A010,R080,00-00-05,05-04-11,12:00:00,REGULAR,007949838,003015867
A010,R080,00-00-05,05-04-11,16:00:00,REGULAR,007950171,003015978
A010,R080,00-00-05,05-04-11,20:00:00,REGULAR,007950990,003016051
A010,R080,00-00-05,05-05-11,00:00:00,REGULAR,007951350,003016067
A010,R080,00-00-05,05-05-11,04:00:00,RECOVR,007951382,003016068
A010,R080,00-00-05,05-05-11,04:00:00,AUD,007951382,003016068
A010,R080,00-00-05,05-05-11,08:00:00,REGULAR,007951409,003016128                   
A010,R080,00-00-05,05-05-11,12:00:00,REGULAR,007951625,003016363
A010,R080,00-00-05,05-05-11,16:00:00,REGULAR,007951987,003016462
A010,R080,00-00-05,05-05-11,20:00:00,REGULAR,007952826,003016566
A010,R080,00-00-05,05-06-11,00:00:00,REGULAR,007953242,003016589
A010,R080,00-00-05,05-06-11,04:00:00,REGULAR,007953299,003016600
A010,R080,00-00-05,05-06-11,04:00:00,RECOVR,007953299,003016600
A010,R080,00-00-05,05-06-11,08:00:00,AUD,007953331,003016668
A010,R080,00-00-05,05-06-11,12:00:00,REGULAR,007953523,003016863                   
A010,R080,00-00-05,05-06-11,16:00:00,REGULAR,007953868,003016936
A010,R080,00-00-05,05-06-11,20:00:00,REGULAR,007954580,003017006                                                                                                                                                                                                                                                                                                  
A010,R080,00-00-06,05-01-11,00:00:00,REGULAR,011642523,003434047                   
A010,R080,00-00-06,05-01-11,04:00:00,REGULAR,011642620,003434058
A010,R080,00-00-06,05-01-11,08:00:00,REGULAR,011642661,003434078
A010,R080,00-00-06,05-01-11,12:00:00,REGULAR,011642837,003434231
A010,R080,00-00-06,05-01-11,16:00:00,REGULAR,011643185,003434367
A010,R080,00-00-06,05-01-11,20:00:00,REGULAR,011643748,003434453
A010,R080,00-00-06,05-02-11,00:00:00,REGULAR,011644002,003434486
A010,R080,00-00-06,05-02-11,04:00:00,REGULAR,011644031,003434490
A010,R080,00-00-06,05-02-11,04:00:00,RECOVR,011644031,003434490               
A010,R080,00-00-06,05-02-11,08:00:00,REGULAR,011644078,003434563
A010,R080,00-00-06,05-02-11,12:00:00,REGULAR,011644435,003434775
A010,R080,00-00-06,05-02-11,16:00:00,REGULAR,011644930,003434876
A010,R080,00-00-06,05-02-11,20:00:00,REGULAR,011646064,003434969
A010,R080,00-00-06,05-03-11,00:00:00,REGULAR,011646505,003434987
A010,R080,00-00-06,05-03-11,04:00:00,RECOVR,011646575,003434992
A010,R080,00-00-06,05-03-11,04:00:00,AUD,011646575,003434992
A010,R080,00-00-06,05-03-11,07:15:52,REGULAR,011646591,003435035                   
A010,R080,00-00-06,05-03-11,08:00:00,REGULAR,011646625,003435077
A010,R080,00-00-06,05-03-11,12:00:00,REGULAR,011646980,003435313
A010,R080,00-00-06,05-03-11,14:13:19,REGULAR,011647283,003435360
A010,R080,00-00-06,05-03-11,16:00:00,REGULAR,011647621,003435398
A010,R080,00-00-06,05-03-11,20:00:00,REGULAR,011649607,003435453
A010,R080,00-00-06,05-04-11,00:00:00,REGULAR,011650793,003435484
A010,R080,00-00-06,05-04-11,04:00:00,REGULAR,011650972,003435491
A010,R080,00-00-06,05-04-11,08:00:00,REGULAR,011651118,003435606              
A010,R080,00-00-06,05-04-11,12:00:00,REGULAR,011651469,003435834
A010,R080,00-00-06,05-04-11,16:00:00,REGULAR,011651995,003435937
A010,R080,00-00-06,05-04-11,20:00:00,REGULAR,011653147,003436014
A010,R080,00-00-06,05-05-11,00:00:00,REGULAR,011653666,003436048
A010,R080,00-00-06,05-05-11,04:00:00,REGULAR,011653740,003436050
A010,R080,00-00-06,05-05-11,04:00:00,RECOVR,011653740,003436050
A010,R080,00-00-06,05-05-11,08:00:00,AUD,011653779,003436149
A010,R080,00-00-06,05-05-11,12:00:00,REGULAR,011654202,003436379                   
A010,R080,00-00-06,05-05-11,16:00:00,REGULAR,011654812,003436496
A010,R080,00-00-06,05-05-11,20:00:00,REGULAR,011655965,003436584
A010,R080,00-00-06,05-06-11,00:00:00,REGULAR,011656503,003436616
A010,R080,00-00-06,05-06-11,04:00:00,REGULAR,011656590,003436626
A010,R080,00-00-06,05-06-11,04:00:00,RECOVR,011656590,003436626
A010,R080,00-00-06,05-06-11,08:00:00,AUD,011656640,003436712
A010,R080,00-00-06,05-06-11,12:00:00,REGULAR,011656979,003436925
A010,R080,00-00-06,05-06-11,13:00:05,REGULAR,011657087,003436961                   
A010,R080,00-00-06,05-06-11,13:03:38,DOOR,011657094,003436963
A010,R080,00-00-06,05-06-11,13:09:47,OPEN,011657097,003436970
