,Unnamed: 0,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,ENTRIESn_hourly
816,899,A007,R079,01-06-01,05-03-11,06:00:00,REGULAR,2711467,4167904,1158.0
817,900,A007,R079,01-06-01,05-03-11,10:00:00,REGULAR,2711526,4168725,59.0
818,901,A007,R079,01-06-01,05-03-11,14:00:00,REGULAR,2711712,4169428,186.0
819,902,A007,R079,01-06-01,05-03-11,18:00:00,REGULAR,2712291,4170059,579.0
820,903,A007,R079,01-06-01,05-03-11,22:00:00,REGULAR,2712805,4170378,514.0
821,904,A007,R079,01-06-01,05-04-11,02:00:00,REGULAR,2712932,4170426,127.0
822,905,A007,R079,01-06-01,05-04-11,06:00:00,REGULAR,2712942,4170439,10.0
823,906,A007,R079,01-06-01,05-04-11,08:24:29,REGULAR,2712983,4170726,41.0
824,907,A007,R079,01-06-01,05-04-11,10:00:00,REGULAR,2713041,4171291,58.0
825,908,A007,R079,01-06-01,05-04-11,14:00:00,REGULAR,2713232,4171819,191.0
826,909,A007,R079,01-06-01,05-04-11,18:00:00,REGULAR,2713862,4172314,630.0
827,910,A007,R079,01-06-01,05-04-11,22:00:00,REGULAR,2714427,4172581,565.0
828,911,A007,R079,01-06-01,05-05-11,02:00:00,REGULAR,2714585,4172631,158.0
829,912,A007,R079,01-06-01,05-05-11,06:00:00,REGULAR,2714587,4172645,2.0
830,913,A007,R079,01-06-01,05-05-11,08:45:57,REGULAR,2714622,4173043,35.0
831,914,A007,R079,01-06-01,05-05-11,10:00:00,REGULAR,2714645,4173465,23.0
832,915,A007,R079,01-06-01,05-05-11,14:00:00,REGULAR,2714805,4174107,160.0
833,916,A007,R079,01-06-01,05-05-11,18:00:00,REGULAR,2715413,4174744,608.0
834,917,A007,R079,01-06-01,05-05-11,22:00:00,REGULAR,2715953,4174994,540.0
835,918,A007,R079,01-06-01,05-06-11,02:00:00,REGULAR,2716132,4175052,179.0
836,919,A007,R079,01-06-01,05-06-11,06:00:00,REGULAR,2716140,4175062,8.0
837,920,A007,R079,01-06-01,05-06-11,10:00:00,REGULAR,2716220,4175805,80.0
838,921,A007,R079,01-06-01,05-06-11,14:00:00,REGULAR,2716378,4176530,158.0
839,922,A007,R079,01-06-01,05-06-11,18:00:00,REGULAR,2716956,4177166,578.0
840,923,A007,R079,01-06-01,05-06-11,22:00:00,REGULAR,2717449,4177442,493.0
841,924,A007,R079,01-06-02,05-01-11,02:00:00,REGULAR,1673719,1034003,1.0
842,925,A007,R079,01-06-02,05-01-11,06:00:00,REGULAR,1673723,1034005,4.0
843,926,A007,R079,01-06-02,05-01-11,10:00:00,REGULAR,1673732,1034043,9.0
844,927,A007,R079,01-06-02,05-01-11,14:00:00,REGULAR,1673876,1034214,144.0
845,928,A007,R079,01-06-02,05-01-11,18:00:00,REGULAR,1674347,1034326,471.0
846,929,A007,R079,01-06-02,05-01-11,22:00:00,REGULAR,1674573,1034354,226.0
847,930,A007,R079,01-06-02,05-02-11,02:00:00,REGULAR,1674587,1034360,14.0
848,931,A007,R079,01-06-02,05-02-11,06:00:00,REGULAR,1674587,1034363,0.0
849,942,A007,R079,01-06-02,05-03-11,02:00:00,REGULAR,1675378,1034749,791.0
850,943,A007,R079,01-06-02,05-03-11,06:00:00,REGULAR,1675384,1034754,6.0
851,944,A007,R079,01-06-02,05-03-11,10:00:00,REGULAR,1675414,1034936,30.0
852,945,A007,R079,01-06-02,05-03-11,14:00:00,REGULAR,1675546,1035058,132.0
853,946,A007,R079,01-06-02,05-03-11,18:00:00,REGULAR,1675968,1035148,422.0
854,947,A007,R079,01-06-02,05-03-11,22:00:00,REGULAR,1676281,1035171,313.0
855,948,A007,R079,01-06-02,05-04-11,02:00:00,REGULAR,1676325,1035181,44.0
856,949,A007,R079,01-06-02,05-04-11,06:00:00,REGULAR,1676326,1035191,1.0
857,950,A007,R079,01-06-02,05-04-11,08:24:29,REGULAR,1676334,1035255,8.0
858,951,A007,R079,01-06-02,05-04-11,10:00:00,REGULAR,1676351,1035399,17.0
859,952,A007,R079,01-06-02,05-04-11,14:00:00,REGULAR,1676441,1035489,90.0
860,953,A007,R079,01-06-02,05-04-11,18:00:00,REGULAR,1676751,1035571,310.0
861,954,A007,R079,01-06-02,05-04-11,22:00:00,REGULAR,1677008,1035597,257.0
862,955,A007,R079,01-06-02,05-05-11,02:00:00,REGULAR,1677030,1035600,22.0
863,956,A007,R079,01-06-02,05-05-11,06:00:00,REGULAR,1677032,1035610,2.0
864,957,A007,R079,01-06-02,05-05-11,08:45:57,REGULAR,1677043,1035709,11.0
865,958,A007,R079,01-06-02,05-05-11,10:00:00,REGULAR,1677057,1035825,14.0
866,959,A007,R079,01-06-02,05-05-11,14:00:00,REGULAR,1677192,1035969,135.0
867,960,A007,R079,01-06-02,05-05-11,18:00:00,REGULAR,1677571,1036066,379.0
868,961,A007,R079,01-06-02,05-05-11,22:00:00,REGULAR,1677887,1036099,316.0
869,962,A007,R079,01-06-02,05-06-11,02:00:00,REGULAR,1677932,1036103,45.0
870,963,A007,R079,01-06-02,05-06-11,06:00:00,REGULAR,1677939,1036112,7.0
871,964,A007,R079,01-06-02,05-06-11,10:00:00,REGULAR,1677969,1036297,30.0
872,965,A007,R079,01-06-02,05-06-11,14:00:00,REGULAR,1678132,1036439,163.0
873,966,A007,R079,01-06-02,05-06-11,18:00:00,REGULAR,1678602,1036532,470.0
874,967,A007,R079,01-06-02,05-06-11,22:00:00,REGULAR,1678972,1036570,370.0
875,968,A007,R079,01-06-03,05-01-11,02:00:00,REGULAR,3047219,1217730,1.0
876,969,A007,R079,01-06-03,05-01-11,06:00:00,REGULAR,3047232,1217733,13.0
877,970,A007,R079,01-06-03,05-01-11,10:00:00,REGULAR,3047269,1217776,37.0
878,971,A007,R079,01-06-03,05-01-11,14:00:00,REGULAR,3047513,1217931,244.0
879,972,A007,R079,01-06-03,05-01-11,18:00:00,REGULAR,3048093,1218081,580.0
880,973,A007,R079,01-06-03,05-01-11,22:00:00,REGULAR,3048410,1218130,317.0
881,974,A007,R079,01-06-03,05-02-11,02:00:00,REGULAR,3048456,1218137,46.0
882,975,A007,R079,01-06-03,05-02-11,06:00:00,REGULAR,3048461,1218137,5.0
883,976,A007,R079,01-06-03,05-02-11,10:00:00,REGULAR,3048556,1218313,95.0
884,986,A007,R079,01-06-03,05-02-11,14:00:00,REGULAR,3048753,1218428,197.0
885,994,A007,R079,01-06-03,05-02-11,22:00:00,REGULAR,3049858,1218830,1105.0
886,995,A007,R079,01-06-03,05-03-11,02:00:00,REGULAR,3049932,1218844,74.0
887,996,A007,R079,01-06-03,05-03-11,06:00:00,REGULAR,3049940,1218849,8.0
888,997,A007,R079,01-06-03,05-03-11,10:00:00,REGULAR,3050021,1219039,81.0
889,998,A007,R079,01-06-03,05-03-11,14:00:00,REGULAR,3050288,1219189,267.0
890,999,A007,R079,01-06-03,05-03-11,18:00:00,REGULAR,3050918,1219348,630.0
891,1000,A007,R079,01-06-03,05-03-11,22:00:00,REGULAR,3051423,1219446,505.0
892,1001,A007,R079,01-06-03,05-04-11,02:00:00,REGULAR,3051502,1219452,79.0
893,1002,A007,R079,01-06-03,05-04-11,06:00:00,REGULAR,3051507,1219456,5.0
894,1003,A007,R079,01-06-03,05-04-11,08:24:29,REGULAR,3051546,1219516,39.0
895,1004,A007,R079,01-06-03,05-04-11,10:00:00,REGULAR,3051624,1219651,78.0
896,1005,A007,R079,01-06-03,05-04-11,14:00:00,REGULAR,3051943,1219801,319.0
897,1006,A007,R079,01-06-03,05-04-11,18:00:00,REGULAR,3052502,1219970,559.0
898,1007,A007,R079,01-06-03,05-04-11,22:00:00,REGULAR,3052994,1220072,492.0
899,1008,A007,R079,01-06-03,05-05-11,02:00:00,REGULAR,3053081,1220082,87.0
900,1009,A007,R079,01-06-03,05-05-11,06:00:00,REGULAR,3053084,1220085,3.0
901,1010,A007,R079,01-06-03,05-05-11,08:45:57,REGULAR,3053129,1220173,45.0
902,1011,A007,R079,01-06-03,05-05-11,10:00:00,REGULAR,3053178,1220287,49.0
903,1012,A007,R079,01-06-03,05-05-11,14:00:00,REGULAR,3053498,1220453,320.0
904,1013,A007,R079,01-06-03,05-05-11,18:00:00,REGULAR,3054161,1220666,663.0
905,1014,A007,R079,01-06-03,05-05-11,22:00:00,REGULAR,3054686,1220825,525.0
906,1015,A007,R079,01-06-03,05-06-11,02:00:00,REGULAR,3054805,1220848,119.0
907,1016,A007,R079,01-06-03,05-06-11,06:00:00,REGULAR,3054815,1220850,10.0
908,1017,A007,R079,01-06-03,05-06-11,10:00:00,REGULAR,3054891,1221005,76.0
909,1018,A007,R079,01-06-03,05-06-11,14:00:00,REGULAR,3055211,1221147,320.0
910,1019,A007,R079,01-06-03,05-06-11,18:00:00,REGULAR,3055949,1221394,738.0
911,1020,A007,R079,01-06-03,05-06-11,22:00:00,REGULAR,3056526,1221501,577.0
912,1021,A010,R080,00-00-00,05-01-11,00:00:00,REGULAR,2261279,930534,1.0
913,1022,A010,R080,00-00-00,05-01-11,04:00:00,REGULAR,2261397,930563,118.0
914,1025,A010,R080,00-00-00,05-01-11,12:00:00,REGULAR,2261663,930770,266.0
915,1026,A010,R080,00-00-00,05-01-11,16:00:00,REGULAR,2262057,931039,394.0
916,1027,A010,R080,00-00-00,05-01-11,20:00:00,REGULAR,2262584,931259,527.0
917,1028,A010,R080,00-00-00,05-02-11,00:00:00,REGULAR,2262878,931359,294.0
918,1029,A010,R080,00-00-00,05-02-11,04:00:00,REGULAR,2262925,931372,47.0
919,1030,A010,R080,00-00-00,05-02-11,08:00:00,REGULAR,2262977,931535,52.0
920,1031,A010,R080,00-00-00,05-02-11,12:00:00,REGULAR,2263261,932064,284.0
921,1032,A010,R080,00-00-00,05-02-11,16:00:00,REGULAR,2263787,932392,526.0
922,1033,A010,R080,00-00-00,05-02-11,20:00:00,REGULAR,2264820,932734,1033.0
923,1034,A010,R080,00-00-00,05-03-11,00:00:00,REGULAR,2265340,932845,520.0
924,1035,A010,R080,00-00-00,05-03-11,04:00:00,REGULAR,2265422,932862,82.0
925,1038,A010,R080,00-00-00,05-03-11,08:00:00,REGULAR,2265504,933012,82.0
926,1039,A010,R080,00-00-00,05-03-11,12:00:00,REGULAR,2265774,933557,270.0
927,1040,A010,R080,00-00-00,05-03-11,14:13:19,REGULAR,2266008,933760,234.0
928,1041,A010,R080,00-00-00,05-03-11,16:00:00,REGULAR,2266314,933898,306.0
929,1042,A010,R080,00-00-00,05-03-11,20:00:00,REGULAR,2267367,934252,1053.0
930,1043,A010,R080,00-00-00,05-04-11,00:00:00,REGULAR,2267979,934355,612.0
931,1044,A010,R080,00-00-00,05-04-11,04:00:00,REGULAR,2268048,934376,69.0
932,1046,A010,R080,00-00-00,05-04-11,08:00:00,REGULAR,2268119,934513,71.0
933,1047,A010,R080,00-00-00,05-04-11,12:00:00,REGULAR,2268480,935053,361.0
934,1048,A010,R080,00-00-00,05-04-11,16:00:00,REGULAR,2269040,935348,560.0
935,1049,A010,R080,00-00-00,05-04-11,20:00:00,REGULAR,2269960,935689,920.0
936,1050,A010,R080,00-00-00,05-05-11,00:00:00,REGULAR,2270391,935833,431.0
937,1051,A010,R080,00-00-00,05-05-11,04:00:00,REGULAR,2270476,935844,85.0
938,1052,A010,R080,00-00-00,05-05-11,08:00:00,REGULAR,2270553,935995,77.0
939,1053,A010,R080,00-00-00,05-05-11,12:00:00,REGULAR,2270891,936503,338.0
940,1054,A010,R080,00-00-00,05-05-11,16:00:00,REGULAR,2271478,936883,587.0
941,1055,A010,R080,00-00-00,05-05-11,20:00:00,REGULAR,2272474,937252,996.0
942,1056,A010,R080,00-00-00,05-06-11,00:00:00,REGULAR,2273058,937375,584.0
943,1057,A010,R080,00-00-00,05-06-11,04:00:00,REGULAR,2273158,937389,100.0
944,1060,A010,R080,00-00-00,05-06-11,12:00:00,REGULAR,2273556,938044,398.0
945,1061,A010,R080,00-00-00,05-06-11,16:00:00,REGULAR,2274144,938344,588.0
946,1062,A010,R080,00-00-00,05-06-11,20:00:00,REGULAR,2275095,938724,951.0
947,1063,A010,R080,00-00-01,05-01-11,00:00:00,REGULAR,10076105,3445167,1.0
948,1064,A010,R080,00-00-01,05-01-11,04:00:00,REGULAR,10076160,3445183,55.0
949,1067,A010,R080,00-00-01,05-01-11,12:00:00,REGULAR,10076289,3445320,129.0
950,1068,A010,R080,00-00-01,05-01-11,16:00:00,REGULAR,10076547,3445472,258.0
951,1069,A010,R080,00-00-01,05-01-11,20:00:00,REGULAR,10076911,3445603,364.0
952,1070,A010,R080,00-00-01,05-02-11,00:00:00,REGULAR,10077079,3445649,168.0
953,1071,A010,R080,00-00-01,05-02-11,04:00:00,REGULAR,10077108,3445654,29.0
954,1072,A010,R080,00-00-01,05-02-11,04:00:00,REGULAR,10077108,3445654,0.0
955,1073,A010,R080,00-00-01,05-02-11,08:00:00,REGULAR,10077144,3445747,36.0
956,1074,A010,R080,00-00-01,05-02-11,12:00:00,REGULAR,10077348,3446050,204.0
957,1075,A010,R080,00-00-01,05-02-11,16:00:00,REGULAR,10077688,3446218,340.0
958,1076,A010,R080,00-00-01,05-02-11,20:00:00,REGULAR,10078380,3446455,692.0
959,1077,A010,R080,00-00-01,05-03-11,00:00:00,REGULAR,10078671,3446513,291.0
960,1078,A010,R080,00-00-01,05-03-11,04:00:00,REGULAR,10078700,3446518,29.0
961,1080,A010,R080,00-00-01,05-03-11,07:15:52,REGULAR,10078723,3446562,23.0
962,1081,A010,R080,00-00-01,05-03-11,08:00:00,REGULAR,10078742,3446608,19.0
963,1082,A010,R080,00-00-01,05-03-11,12:00:00,REGULAR,10078952,3446955,210.0
964,1083,A010,R080,00-00-01,05-03-11,14:13:19,REGULAR,10079123,3447059,171.0
965,1084,A010,R080,00-00-01,05-03-11,16:00:00,REGULAR,10079347,3447130,224.0
966,1085,A010,R080,00-00-01,05-03-11,20:00:00,REGULAR,10080116,3447341,769.0
967,1086,A010,R080,00-00-01,05-04-11,00:00:00,REGULAR,10080473,3447424,357.0
968,1087,A010,R080,00-00-01,05-04-11,04:00:00,REGULAR,10080511,3447433,38.0
969,1090,A010,R080,00-00-01,05-04-11,12:00:00,REGULAR,10080816,3447848,305.0
970,1091,A010,R080,00-00-01,05-04-11,16:00:00,REGULAR,10081233,3448009,417.0
971,1092,A010,R080,00-00-01,05-04-11,20:00:00,REGULAR,10081939,3448215,706.0
972,1093,A010,R080,00-00-01,05-05-11,00:00:00,REGULAR,10082187,3448292,248.0
973,1094,A010,R080,00-00-01,05-05-11,04:00:00,REGULAR,10082223,3448294,36.0
974,1095,A010,R080,00-00-01,05-05-11,08:00:00,REGULAR,10082265,3448384,42.0
975,1096,A010,R080,00-00-01,05-05-11,12:00:00,REGULAR,10082528,3448731,263.0
976,1097,A010,R080,00-00-01,05-05-11,16:00:00,REGULAR,10082933,3448961,405.0
977,1098,A010,R080,00-00-01,05-05-11,20:00:00,REGULAR,10083650,3449203,717.0
978,1099,A010,R080,00-00-01,05-06-11,00:00:00,REGULAR,10083993,3449277,343.0
979,1100,A010,R080,00-00-01,05-06-11,04:00:00,REGULAR,10084034,3449293,41.0
980,1103,A010,R080,00-00-01,05-06-11,12:00:00,REGULAR,10084308,3449649,274.0
981,1104,A010,R080,00-00-01,05-06-11,16:00:00,REGULAR,10084680,3449851,372.0
982,1105,A010,R080,00-00-01,05-06-11,20:00:00,REGULAR,10085331,3450078,651.0
983,1106,A010,R080,00-00-02,05-01-11,00:00:00,REGULAR,7331623,2680473,1.0
984,1107,A010,R080,00-00-02,05-01-11,04:00:00,REGULAR,7331663,2680484,40.0
985,1110,A010,R080,00-00-02,05-01-11,12:00:00,REGULAR,7331763,2680564,100.0
986,1111,A010,R080,00-00-02,05-01-11,16:00:00,REGULAR,7331977,2680642,214.0
987,1112,A010,R080,00-00-02,05-01-11,20:00:00,REGULAR,7332260,2680714,283.0
988,1113,A010,R080,00-00-02,05-02-11,00:00:00,REGULAR,7332353,2680742,93.0
989,1114,A010,R080,00-00-02,05-02-11,04:00:00,REGULAR,7332365,2680747,12.0
990,1117,A010,R080,00-00-02,05-02-11,12:00:00,REGULAR,7332551,2681059,186.0
991,1118,A010,R080,00-00-02,05-02-11,16:00:00,REGULAR,7332777,2681170,226.0
992,1119,A010,R080,00-00-02,05-02-11,20:00:00,REGULAR,7333329,2681309,552.0
993,1120,A010,R080,00-00-02,05-03-11,00:00:00,REGULAR,7333496,2681348,167.0
994,1121,A010,R080,00-00-02,05-03-11,04:00:00,REGULAR,7333520,2681349,24.0
995,1122,A010,R080,00-00-02,05-03-11,04:00:00,REGULAR,7333520,2681349,0.0
996,1123,A010,R080,00-00-02,05-03-11,07:15:52,REGULAR,7333533,2681385,13.0
997,1124,A010,R080,00-00-02,05-03-11,08:00:00,REGULAR,7333555,2681413,22.0
998,1125,A010,R080,00-00-02,05-03-11,12:00:00,REGULAR,7333717,2681670,162.0
999,1126,A010,R080,00-00-02,05-03-11,14:13:19,REGULAR,7333845,2681736,128.0
1000,1127,A010,R080,00-00-02,05-03-11,16:00:00,REGULAR,7333990,2681788,145.0
1001,1128,A010,R080,00-00-02,05-03-11,20:00:00,REGULAR,7334610,2681954,620.0
1002,1129,A010,R080,00-00-02,05-04-11,00:00:00,REGULAR,7334886,2681998,276.0
1003,1130,A010,R080,00-00-02,05-04-11,04:00:00,REGULAR,7334902,2682007,16.0
1004,1133,A010,R080,00-00-02,05-04-11,12:00:00,REGULAR,7335133,2682353,231.0
1005,1134,A010,R080,00-00-02,05-04-11,16:00:00,REGULAR,7335414,2682489,281.0
1006,1135,A010,R080,00-00-02,05-04-11,20:00:00,REGULAR,7335953,2682620,539.0
1007,1136,A010,R080,00-00-02,05-05-11,00:00:00,REGULAR,7336128,2682650,175.0
1008,1137,A010,R080,00-00-02,05-05-11,04:00:00,REGULAR,7336166,2682655,38.0
1009,1138,A010,R080,00-00-02,05-05-11,08:00:00,REGULAR,7336195,2682713,29.0
1010,1139,A010,R080,00-00-02,05-05-11,12:00:00,REGULAR,7336398,2682967,203.0
1011,1140,A010,R080,00-00-02,05-05-11,16:00:00,REGULAR,7336678,2683115,280.0
1012,1141,A010,R080,00-00-02,05-05-11,20:00:00,REGULAR,7337184,2683289,506.0
1013,1142,A010,R080,00-00-02,05-06-11,00:00:00,REGULAR,7337439,2683335,255.0
1014,1143,A010,R080,00-00-02,05-06-11,04:00:00,REGULAR,7337476,2683345,37.0
1015,1146,A010,R080,00-00-02,05-06-11,12:00:00,REGULAR,7337655,2683675,179.0
1016,1147,A010,R080,00-00-02,05-06-11,16:00:00,REGULAR,7337942,2683776,287.0
1017,1148,A010,R080,00-00-02,05-06-11,20:00:00,REGULAR,7338409,2683916,467.0
1018,1149,A010,R080,00-00-03,05-01-11,00:00:00,REGULAR,565559,280750,1.0
1019,1150,A010,R080,00-00-03,05-01-11,04:00:00,REGULAR,565587,280757,28.0
1020,1153,A010,R080,00-00-03,05-01-11,12:00:00,REGULAR,565686,280852,99.0
1021,1154,A010,R080,00-00-03,05-01-11,16:00:00,REGULAR,565851,280921,165.0
1022,1155,A010,R080,00-00-03,05-01-11,20:00:00,REGULAR,566042,280977,191.0
1023,1156,A010,R080,00-00-03,05-02-11,00:00:00,REGULAR,566112,280991,70.0
1024,1157,A010,R080,00-00-03,05-02-11,04:00:00,REGULAR,566121,280996,9.0
1025,1160,A010,R080,00-00-03,05-02-11,12:00:00,REGULAR,566258,281262,137.0
1026,1161,A010,R080,00-00-03,05-02-11,16:00:00,REGULAR,566445,281329,187.0
1027,1162,A010,R080,00-00-03,05-02-11,20:00:00,REGULAR,566932,281434,487.0
1028,1163,A010,R080,00-00-03,05-03-11,00:00:00,REGULAR,567082,281462,150.0
1029,1164,A010,R080,00-00-03,05-03-11,04:00:00,REGULAR,567101,281466,19.0
1030,1165,A010,R080,00-00-03,05-03-11,04:00:00,REGULAR,567101,281466,0.0
1031,1166,A010,R080,00-00-03,05-03-11,07:15:52,REGULAR,567113,281499,12.0
1032,1167,A010,R080,00-00-03,05-03-11,08:00:00,REGULAR,567124,281537,11.0
1033,1168,A010,R080,00-00-03,05-03-11,12:00:00,REGULAR,567252,281767,128.0
1034,1169,A010,R080,00-00-03,05-03-11,14:13:19,REGULAR,567351,281821,99.0
1035,1170,A010,R080,00-00-03,05-03-11,16:00:00,REGULAR,567474,281861,123.0
1036,1171,A010,R080,00-00-03,05-03-11,20:00:00,REGULAR,568104,281995,630.0
1037,1172,A010,R080,00-00-03,05-04-11,00:00:00,REGULAR,568362,282021,258.0
1038,1173,A010,R080,00-00-03,05-04-11,04:00:00,REGULAR,568387,282022,25.0
1039,1176,A010,R080,00-00-03,05-04-11,12:00:00,REGULAR,568552,282301,165.0
1040,1177,A010,R080,00-00-03,05-04-11,16:00:00,REGULAR,568767,282411,215.0
1041,1178,A010,R080,00-00-03,05-04-11,20:00:00,REGULAR,569239,282525,472.0
1042,1179,A010,R080,00-00-03,05-05-11,00:00:00,REGULAR,569391,282555,152.0
1043,1180,A010,R080,00-00-03,05-05-11,04:00:00,REGULAR,569400,282560,9.0
1044,1181,A010,R080,00-00-03,05-05-11,04:00:00,REGULAR,569400,282560,0.0
1045,1182,A010,R080,00-00-03,05-05-11,08:00:00,REGULAR,569425,282620,25.0
1046,1183,A010,R080,00-00-03,05-05-11,12:00:00,REGULAR,569568,282839,143.0
1047,1184,A010,R080,00-00-03,05-05-11,16:00:00,REGULAR,569797,282968,229.0
1048,1185,A010,R080,00-00-03,05-05-11,20:00:00,REGULAR,570286,283088,489.0
1049,1186,A010,R080,00-00-03,05-06-11,00:00:00,REGULAR,570476,283120,190.0
1050,1187,A010,R080,00-00-03,05-06-11,04:00:00,REGULAR,570500,283130,24.0
1051,1190,A010,R080,00-00-03,05-06-11,12:00:00,REGULAR,570644,283412,144.0
1052,1191,A010,R080,00-00-03,05-06-11,16:00:00,REGULAR,570855,283510,211.0
1053,1192,A010,R080,00-00-03,05-06-11,20:00:00,REGULAR,571266,283593,411.0
1054,1193,A010,R080,00-00-04,05-01-11,00:00:00,REGULAR,1018742,556813,1.0
1055,1194,A010,R080,00-00-04,05-01-11,04:00:00,REGULAR,1018770,556817,28.0
1056,1195,A010,R080,00-00-04,05-01-11,08:00:00,REGULAR,1018781,556839,11.0
1057,1196,A010,R080,00-00-04,05-01-11,12:00:00,REGULAR,1018859,556929,78.0
1058,1197,A010,R080,00-00-04,05-01-11,16:00:00,REGULAR,1019014,557016,155.0
1059,1198,A010,R080,00-00-04,05-01-11,20:00:00,REGULAR,1019264,557079,250.0
1060,1199,A010,R080,00-00-04,05-02-11,00:00:00,REGULAR,1019344,557100,80.0
1061,1200,A010,R080,00-00-04,05-02-11,04:00:00,REGULAR,1019361,557107,17.0
1062,1202,A010,R080,00-00-04,05-02-11,08:00:00,REGULAR,1019389,557175,28.0
1063,1203,A010,R080,00-00-04,05-02-11,12:00:00,REGULAR,1019498,557394,109.0
1064,1204,A010,R080,00-00-04,05-02-11,16:00:00,REGULAR,1019745,557466,247.0
1065,1205,A010,R080,00-00-04,05-02-11,20:00:00,REGULAR,1020363,557539,618.0
1066,1206,A010,R080,00-00-04,05-03-11,00:00:00,REGULAR,1020588,557572,225.0
1067,1207,A010,R080,00-00-04,05-03-11,04:00:00,REGULAR,1020617,557575,29.0
1068,1210,A010,R080,00-00-04,05-03-11,08:00:00,REGULAR,1020640,557659,23.0
1069,1211,A010,R080,00-00-04,05-03-11,12:00:00,REGULAR,1020771,557886,131.0
1070,1212,A010,R080,00-00-04,05-03-11,14:13:19,REGULAR,1020860,557927,89.0
1071,1213,A010,R080,00-00-04,05-03-11,16:00:00,REGULAR,1021030,557964,170.0
1072,1214,A010,R080,00-00-04,05-03-11,20:00:00,REGULAR,1021933,558055,903.0
1073,1215,A010,R080,00-00-04,05-04-11,00:00:00,REGULAR,1022302,558076,369.0
1074,1216,A010,R080,00-00-04,05-04-11,04:00:00,REGULAR,1022323,558079,21.0
1075,1218,A010,R080,00-00-04,05-04-11,08:00:00,REGULAR,1022354,558163,31.0
1076,1219,A010,R080,00-00-04,05-04-11,12:00:00,REGULAR,1022476,558437,122.0
1077,1220,A010,R080,00-00-04,05-04-11,16:00:00,REGULAR,1022736,558531,260.0
1078,1221,A010,R080,00-00-04,05-04-11,20:00:00,REGULAR,1023288,558646,552.0
1079,1222,A010,R080,00-00-04,05-05-11,00:00:00,REGULAR,1023513,558671,225.0
1080,1223,A010,R080,00-00-04,05-05-11,04:00:00,REGULAR,1023538,558673,25.0
1081,1226,A010,R080,00-00-04,05-05-11,12:00:00,REGULAR,1023678,559006,140.0
1082,1227,A010,R080,00-00-04,05-05-11,16:00:00,REGULAR,1023924,559133,246.0
1083,1228,A010,R080,00-00-04,05-05-11,20:00:00,REGULAR,1024533,559234,609.0
1084,1229,A010,R080,00-00-04,05-06-11,00:00:00,REGULAR,1024831,559258,298.0
1085,1230,A010,R080,00-00-04,05-06-11,04:00:00,REGULAR,1024865,559263,34.0
1086,1233,A010,R080,00-00-04,05-06-11,12:00:00,REGULAR,1025006,559566,141.0
1087,1234,A010,R080,00-00-04,05-06-11,16:00:00,REGULAR,1025268,559649,262.0
1088,1235,A010,R080,00-00-04,05-06-11,20:00:00,REGULAR,1025805,559730,537.0
1089,1236,A010,R080,00-00-05,05-01-11,00:00:00,REGULAR,7944507,3014353,1.0
1090,1237,A010,R080,00-00-05,05-01-11,04:00:00,REGULAR,7944553,3014357,46.0
1091,1238,A010,R080,00-00-05,05-01-11,08:00:00,REGULAR,7944575,3014377,22.0
1092,1239,A010,R080,00-00-05,05-01-11,12:00:00,REGULAR,7944662,3014469,87.0
1093,1240,A010,R080,00-00-05,05-01-11,16:00:00,REGULAR,7944872,3014560,210.0
1094,1241,A010,R080,00-00-05,05-01-11,20:00:00,REGULAR,7945235,3014618,363.0
1095,1242,A010,R080,00-00-05,05-02-11,00:00:00,REGULAR,7945359,3014635,124.0
1096,1243,A010,R080,00-00-05,05-02-11,04:00:00,REGULAR,7945381,3014635,22.0
1097,1245,A010,R080,00-00-05,05-02-11,08:00:00,REGULAR,7945411,3014699,30.0
1098,1246,A010,R080,00-00-05,05-02-11,12:00:00,REGULAR,7945591,3014928,180.0
1099,1247,A010,R080,00-00-05,05-02-11,16:00:00,REGULAR,7945936,3015026,345.0
1100,1248,A010,R080,00-00-05,05-02-11,20:00:00,REGULAR,7946767,3015114,831.0
1101,1249,A010,R080,00-00-05,05-03-11,00:00:00,REGULAR,7947048,3015121,281.0
1102,1252,A010,R080,00-00-05,05-03-11,07:15:52,REGULAR,7947094,3015162,46.0
1103,1253,A010,R080,00-00-05,05-03-11,08:00:00,REGULAR,7947121,3015197,27.0
1104,1254,A010,R080,00-00-05,05-03-11,12:00:00,REGULAR,7947311,3015391,190.0
1105,1255,A010,R080,00-00-05,05-03-11,14:13:19,REGULAR,7947498,3015416,187.0
1106,1256,A010,R080,00-00-05,05-03-11,16:00:00,REGULAR,7947734,3015456,236.0
1107,1257,A010,R080,00-00-05,05-03-11,20:00:00,REGULAR,7948984,3015519,1250.0
1108,1258,A010,R080,00-00-05,05-04-11,00:00:00,REGULAR,7949532,3015539,548.0
1109,1259,A010,R080,00-00-05,05-04-11,04:00:00,REGULAR,7949577,3015542,45.0
1110,1261,A010,R080,00-00-05,05-04-11,08:00:00,REGULAR,7949616,3015622,39.0
1111,1262,A010,R080,00-00-05,05-04-11,12:00:00,REGULAR,7949838,3015867,222.0
1112,1263,A010,R080,00-00-05,05-04-11,16:00:00,REGULAR,7950171,3015978,333.0
1113,1264,A010,R080,00-00-05,05-04-11,20:00:00,REGULAR,7950990,3016051,819.0
