,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,ENTRIESn_hourly
1039,A010,R080,00-00-00,05-03-11,12:00:00,REGULAR,2265774,933557,270.0
1040,A010,R080,00-00-00,05-03-11,14:13:19,REGULAR,2266008,933760,234.0
1041,A010,R080,00-00-00,05-03-11,16:00:00,REGULAR,2266314,933898,306.0
1042,A010,R080,00-00-00,05-03-11,20:00:00,REGULAR,2267367,934252,1053.0
1043,A010,R080,00-00-00,05-04-11,00:00:00,REGULAR,2267979,934355,612.0
1044,A010,R080,00-00-00,05-04-11,04:00:00,REGULAR,2268048,934376,69.0
1046,A010,R080,00-00-00,05-04-11,08:00:00,REGULAR,2268119,934513,71.0
1047,A010,R080,00-00-00,05-04-11,12:00:00,REGULAR,2268480,935053,361.0
1048,A010,R080,00-00-00,05-04-11,16:00:00,REGULAR,2269040,935348,560.0
1049,A010,R080,00-00-00,05-04-11,20:00:00,REGULAR,2269960,935689,920.0
1050,A010,R080,00-00-00,05-05-11,00:00:00,REGULAR,2270391,935833,431.0
1051,A010,R080,00-00-00,05-05-11,04:00:00,REGULAR,2270476,935844,85.0
1052,A010,R080,00-00-00,05-05-11,08:00:00,REGULAR,2270553,935995,77.0
1053,A010,R080,00-00-00,05-05-11,12:00:00,REGULAR,2270891,936503,338.0
1054,A010,R080,00-00-00,05-05-11,16:00:00,REGULAR,2271478,936883,587.0
1055,A010,R080,00-00-00,05-05-11,20:00:00,REGULAR,2272474,937252,996.0
1056,A010,R080,00-00-00,05-06-11,00:00:00,REGULAR,2273058,937375,584.0
1057,A010,R080,00-00-00,05-06-11,04:00:00,REGULAR,2273158,937389,100.0
1060,A010,R080,00-00-00,05-06-11,12:00:00,REGULAR,2273556,938044,398.0
1061,A010,R080,00-00-00,05-06-11,16:00:00,REGULAR,2274144,938344,588.0
1062,A010,R080,00-00-00,05-06-11,20:00:00,REGULAR,2275095,938724,951.0
1063,A010,R080,00-00-01,05-01-11,00:00:00,REGULAR,10076105,3445167,0.0
1064,A010,R080,00-00-01,05-01-11,04:00:00,REGULAR,10076160,3445183,55.0
1067,A010,R080,00-00-01,05-01-11,12:00:00,REGULAR,10076289,3445320,129.0
1068,A010,R080,00-00-01,05-01-11,16:00:00,REGULAR,10076547,3445472,258.0
1069,A010,R080,00-00-01,05-01-11,20:00:00,REGULAR,10076911,3445603,364.0
1070,A010,R080,00-00-01,05-02-11,00:00:00,REGULAR,10077079,3445649,168.0
1071,A010,R080,00-00-01,05-02-11,04:00:00,REGULAR,10077108,3445654,29.0
1072,A010,R080,00-00-01,05-02-11,04:00:00,REGULAR,10077108,3445654,0.0
1073,A010,R080,00-00-01,05-02-11,08:00:00,REGULAR,10077144,3445747,36.0
1074,A010,R080,00-00-01,05-02-11,12:00:00,REGULAR,10077348,3446050,204.0
1075,A010,R080,00-00-01,05-02-11,16:00:00,REGULAR,10077688,3446218,340.0
1076,A010,R080,00-00-01,05-02-11,20:00:00,REGULAR,10078380,3446455,692.0
1077,A010,R080,00-00-01,05-03-11,00:00:00,REGULAR,10078671,3446513,291.0
1078,A010,R080,00-00-01,05-03-11,04:00:00,REGULAR,10078700,3446518,29.0
1080,A010,R080,00-00-01,05-03-11,07:15:52,REGULAR,10078723,3446562,23.0
1081,A010,R080,00-00-01,05-03-11,08:00:00,REGULAR,10078742,3446608,19.0
1082,A010,R080,00-00-01,05-03-11,12:00:00,REGULAR,10078952,3446955,210.0
1083,A010,R080,00-00-01,05-03-11,14:13:19,REGULAR,10079123,3447059,171.0
1084,A010,R080,00-00-01,05-03-11,16:00:00,REGULAR,10079347,3447130,224.0
1085,A010,R080,00-00-01,05-03-11,20:00:00,REGULAR,10080116,3447341,769.0
1086,A010,R080,00-00-01,05-04-11,00:00:00,REGULAR,10080473,3447424,357.0
1087,A010,R080,00-00-01,05-04-11,04:00:00,REGULAR,10080511,3447433,38.0
1090,A010,R080,00-00-01,05-04-11,12:00:00,REGULAR,10080816,3447848,305.0
1091,A010,R080,00-00-01,05-04-11,16:00:00,REGULAR,10081233,3448009,417.0
1092,A010,R080,00-00-01,05-04-11,20:00:00,REGULAR,10081939,3448215,706.0
1093,A010,R080,00-00-01,05-05-11,00:00:00,REGULAR,10082187,3448292,248.0
1094,A010,R080,00-00-01,05-05-11,04:00:00,REGULAR,10082223,3448294,36.0
1095,A010,R080,00-00-01,05-05-11,08:00:00,REGULAR,10082265,3448384,42.0
1096,A010,R080,00-00-01,05-05-11,12:00:00,REGULAR,10082528,3448731,263.0
1097,A010,R080,00-00-01,05-05-11,16:00:00,REGULAR,10082933,3448961,405.0
1098,A010,R080,00-00-01,05-05-11,20:00:00,REGULAR,10083650,3449203,717.0
1099,A010,R080,00-00-01,05-06-11,00:00:00,REGULAR,10083993,3449277,343.0
1100,A010,R080,00-00-01,05-06-11,04:00:00,REGULAR,10084034,3449293,41.0
1103,A010,R080,00-00-01,05-06-11,12:00:00,REGULAR,10084308,3449649,274.0
1104,A010,R080,00-00-01,05-06-11,16:00:00,REGULAR,10084680,3449851,372.0
1105,A010,R080,00-00-01,05-06-11,20:00:00,REGULAR,10085331,3450078,651.0
1106,A010,R080,00-00-02,05-01-11,00:00:00,REGULAR,7331623,2680473,0.0
1107,A010,R080,00-00-02,05-01-11,04:00:00,REGULAR,7331663,2680484,40.0
1110,A010,R080,00-00-02,05-01-11,12:00:00,REGULAR,7331763,2680564,100.0
1111,A010,R080,00-00-02,05-01-11,16:00:00,REGULAR,7331977,2680642,214.0
1112,A010,R080,00-00-02,05-01-11,20:00:00,REGULAR,7332260,2680714,283.0
1113,A010,R080,00-00-02,05-02-11,00:00:00,REGULAR,7332353,2680742,93.0
1114,A010,R080,00-00-02,05-02-11,04:00:00,REGULAR,7332365,2680747,12.0
1117,A010,R080,00-00-02,05-02-11,12:00:00,REGULAR,7332551,2681059,186.0
1118,A010,R080,00-00-02,05-02-11,16:00:00,REGULAR,7332777,2681170,226.0
1119,A010,R080,00-00-02,05-02-11,20:00:00,REGULAR,7333329,2681309,552.0
1120,A010,R080,00-00-02,05-03-11,00:00:00,REGULAR,7333496,2681348,167.0
1121,A010,R080,00-00-02,05-03-11,04:00:00,REGULAR,7333520,2681349,24.0
1122,A010,R080,00-00-02,05-03-11,04:00:00,REGULAR,7333520,2681349,0.0
1123,A010,R080,00-00-02,05-03-11,07:15:52,REGULAR,7333533,2681385,13.0
1124,A010,R080,00-00-02,05-03-11,08:00:00,REGULAR,7333555,2681413,22.0
1125,A010,R080,00-00-02,05-03-11,12:00:00,REGULAR,7333717,2681670,162.0
1126,A010,R080,00-00-02,05-03-11,14:13:19,REGULAR,7333845,2681736,128.0
1127,A010,R080,00-00-02,05-03-11,16:00:00,REGULAR,7333990,2681788,145.0
1128,A010,R080,00-00-02,05-03-11,20:00:00,REGULAR,7334610,2681954,620.0
1129,A010,R080,00-00-02,05-04-11,00:00:00,REGULAR,7334886,2681998,276.0
1130,A010,R080,00-00-02,05-04-11,04:00:00,REGULAR,7334902,2682007,16.0
1133,A010,R080,00-00-02,05-04-11,12:00:00,REGULAR,7335133,2682353,231.0
1134,A010,R080,00-00-02,05-04-11,16:00:00,REGULAR,7335414,2682489,281.0
1135,A010,R080,00-00-02,05-04-11,20:00:00,REGULAR,7335953,2682620,539.0
1136,A010,R080,00-00-02,05-05-11,00:00:00,REGULAR,7336128,2682650,175.0
1137,A010,R080,00-00-02,05-05-11,04:00:00,REGULAR,7336166,2682655,38.0
1138,A010,R080,00-00-02,05-05-11,08:00:00,REGULAR,7336195,2682713,29.0
1139,A010,R080,00-00-02,05-05-11,12:00:00,REGULAR,7336398,2682967,203.0
1140,A010,R080,00-00-02,05-05-11,16:00:00,REGULAR,7336678,2683115,280.0
1141,A010,R080,00-00-02,05-05-11,20:00:00,REGULAR,7337184,2683289,506.0
1142,A010,R080,00-00-02,05-06-11,00:00:00,REGULAR,7337439,2683335,255.0
1143,A010,R080,00-00-02,05-06-11,04:00:00,REGULAR,7337476,2683345,37.0
1146,A010,R080,00-00-02,05-06-11,12:00:00,REGULAR,7337655,2683675,179.0
1147,A010,R080,00-00-02,05-06-11,16:00:00,REGULAR,7337942,2683776,287.0
1148,A010,R080,00-00-02,05-06-11,20:00:00,REGULAR,7338409,2683916,467.0
1149,A010,R080,00-00-03,05-01-11,00:00:00,REGULAR,565559,280750,0.0
1150,A010,R080,00-00-03,05-01-11,04:00:00,REGULAR,565587,280757,28.0
1153,A010,R080,00-00-03,05-01-11,12:00:00,REGULAR,565686,280852,99.0
1154,A010,R080,00-00-03,05-01-11,16:00:00,REGULAR,565851,280921,165.0
1155,A010,R080,00-00-03,05-01-11,20:00:00,REGULAR,566042,280977,191.0
1156,A010,R080,00-00-03,05-02-11,00:00:00,REGULAR,566112,280991,70.0
1157,A010,R080,00-00-03,05-02-11,04:00:00,REGULAR,566121,280996,9.0
1160,A010,R080,00-00-03,05-02-11,12:00:00,REGULAR,566258,281262,137.0
1161,A010,R080,00-00-03,05-02-11,16:00:00,REGULAR,566445,281329,187.0
1162,A010,R080,00-00-03,05-02-11,20:00:00,REGULAR,566932,281434,487.0
1163,A010,R080,00-00-03,05-03-11,00:00:00,REGULAR,567082,281462,150.0
1164,A010,R080,00-00-03,05-03-11,04:00:00,REGULAR,567101,281466,19.0
1165,A010,R080,00-00-03,05-03-11,04:00:00,REGULAR,567101,281466,0.0
1166,A010,R080,00-00-03,05-03-11,07:15:52,REGULAR,567113,281499,12.0
1167,A010,R080,00-00-03,05-03-11,08:00:00,REGULAR,567124,281537,11.0
1168,A010,R080,00-00-03,05-03-11,12:00:00,REGULAR,567252,281767,128.0
1169,A010,R080,00-00-03,05-03-11,14:13:19,REGULAR,567351,281821,99.0
1170,A010,R080,00-00-03,05-03-11,16:00:00,REGULAR,567474,281861,123.0
1171,A010,R080,00-00-03,05-03-11,20:00:00,REGULAR,568104,281995,630.0
1172,A010,R080,00-00-03,05-04-11,00:00:00,REGULAR,568362,282021,258.0
1173,A010,R080,00-00-03,05-04-11,04:00:00,REGULAR,568387,282022,25.0
1176,A010,R080,00-00-03,05-04-11,12:00:00,REGULAR,568552,282301,165.0
1177,A010,R080,00-00-03,05-04-11,16:00:00,REGULAR,568767,282411,215.0
1178,A010,R080,00-00-03,05-04-11,20:00:00,REGULAR,569239,282525,472.0
1179,A010,R080,00-00-03,05-05-11,00:00:00,REGULAR,569391,282555,152.0
1180,A010,R080,00-00-03,05-05-11,04:00:00,REGULAR,569400,282560,9.0
1181,A010,R080,00-00-03,05-05-11,04:00:00,REGULAR,569400,282560,0.0
1182,A010,R080,00-00-03,05-05-11,08:00:00,REGULAR,569425,282620,25.0
1183,A010,R080,00-00-03,05-05-11,12:00:00,REGULAR,569568,282839,143.0
1184,A010,R080,00-00-03,05-05-11,16:00:00,REGULAR,569797,282968,229.0
1185,A010,R080,00-00-03,05-05-11,20:00:00,REGULAR,570286,283088,489.0
1186,A010,R080,00-00-03,05-06-11,00:00:00,REGULAR,570476,283120,190.0
1187,A010,R080,00-00-03,05-06-11,04:00:00,REGULAR,570500,283130,24.0
1190,A010,R080,00-00-03,05-06-11,12:00:00,REGULAR,570644,283412,144.0
1191,A010,R080,00-00-03,05-06-11,16:00:00,REGULAR,570855,283510,211.0
1192,A010,R080,00-00-03,05-06-11,20:00:00,REGULAR,571266,283593,411.0
1193,A010,R080,00-00-04,05-01-11,00:00:00,REGULAR,1018742,556813,0.0
1194,A010,R080,00-00-04,05-01-11,04:00:00,REGULAR,1018770,556817,28.0
1195,A010,R080,00-00-04,05-01-11,08:00:00,REGULAR,1018781,556839,11.0
1196,A010,R080,00-00-04,05-01-11,12:00:00,REGULAR,1018859,556929,78.0
1197,A010,R080,00-00-04,05-01-11,16:00:00,REGULAR,1019014,557016,155.0
1198,A010,R080,00-00-04,05-01-11,20:00:00,REGULAR,1019264,557079,250.0
1199,A010,R080,00-00-04,05-02-11,00:00:00,REGULAR,1019344,557100,80.0
1200,A010,R080,00-00-04,05-02-11,04:00:00,REGULAR,1019361,557107,17.0
1202,A010,R080,00-00-04,05-02-11,08:00:00,REGULAR,1019389,557175,28.0
1203,A010,R080,00-00-04,05-02-11,12:00:00,REGULAR,1019498,557394,109.0
1204,A010,R080,00-00-04,05-02-11,16:00:00,REGULAR,1019745,557466,247.0
1205,A010,R080,00-00-04,05-02-11,20:00:00,REGULAR,1020363,557539,618.0
1206,A010,R080,00-00-04,05-03-11,00:00:00,REGULAR,1020588,557572,225.0
1207,A010,R080,00-00-04,05-03-11,04:00:00,REGULAR,1020617,557575,29.0
1210,A010,R080,00-00-04,05-03-11,08:00:00,REGULAR,1020640,557659,23.0
1211,A010,R080,00-00-04,05-03-11,12:00:00,REGULAR,1020771,557886,131.0
1212,A010,R080,00-00-04,05-03-11,14:13:19,REGULAR,1020860,557927,89.0
1213,A010,R080,00-00-04,05-03-11,16:00:00,REGULAR,1021030,557964,170.0
1214,A010,R080,00-00-04,05-03-11,20:00:00,REGULAR,1021933,558055,903.0
1215,A010,R080,00-00-04,05-04-11,00:00:00,REGULAR,1022302,558076,369.0
1216,A010,R080,00-00-04,05-04-11,04:00:00,REGULAR,1022323,558079,21.0
1218,A010,R080,00-00-04,05-04-11,08:00:00,REGULAR,1022354,558163,31.0
1219,A010,R080,00-00-04,05-04-11,12:00:00,REGULAR,1022476,558437,122.0
1220,A010,R080,00-00-04,05-04-11,16:00:00,REGULAR,1022736,558531,260.0
1221,A010,R080,00-00-04,05-04-11,20:00:00,REGULAR,1023288,558646,552.0
1222,A010,R080,00-00-04,05-05-11,00:00:00,REGULAR,1023513,558671,225.0
1223,A010,R080,00-00-04,05-05-11,04:00:00,REGULAR,1023538,558673,25.0
1226,A010,R080,00-00-04,05-05-11,12:00:00,REGULAR,1023678,559006,140.0
1227,A010,R080,00-00-04,05-05-11,16:00:00,REGULAR,1023924,559133,246.0
1228,A010,R080,00-00-04,05-05-11,20:00:00,REGULAR,1024533,559234,609.0
1229,A010,R080,00-00-04,05-06-11,00:00:00,REGULAR,1024831,559258,298.0
1230,A010,R080,00-00-04,05-06-11,04:00:00,REGULAR,1024865,559263,34.0
1233,A010,R080,00-00-04,05-06-11,12:00:00,REGULAR,1025006,559566,141.0
1234,A010,R080,00-00-04,05-06-11,16:00:00,REGULAR,1025268,559649,262.0
1235,A010,R080,00-00-04,05-06-11,20:00:00,REGULAR,1025805,559730,537.0
1236,A010,R080,00-00-05,05-01-11,00:00:00,REGULAR,7944507,3014353,0.0
1237,A010,R080,00-00-05,05-01-11,04:00:00,REGULAR,7944553,3014357,46.0
1238,A010,R080,00-00-05,05-01-11,08:00:00,REGULAR,7944575,3014377,22.0
1239,A010,R080,00-00-05,05-01-11,12:00:00,REGULAR,7944662,3014469,87.0
1240,A010,R080,00-00-05,05-01-11,16:00:00,REGULAR,7944872,3014560,210.0
1241,A010,R080,00-00-05,05-01-11,20:00:00,REGULAR,7945235,3014618,363.0
1242,A010,R080,00-00-05,05-02-11,00:00:00,REGULAR,7945359,3014635,124.0
1243,A010,R080,00-00-05,05-02-11,04:00:00,REGULAR,7945381,3014635,22.0
1245,A010,R080,00-00-05,05-02-11,08:00:00,REGULAR,7945411,3014699,30.0
1246,A010,R080,00-00-05,05-02-11,12:00:00,REGULAR,7945591,3014928,180.0
1247,A010,R080,00-00-05,05-02-11,16:00:00,REGULAR,7945936,3015026,345.0
1248,A010,R080,00-00-05,05-02-11,20:00:00,REGULAR,7946767,3015114,831.0
1249,A010,R080,00-00-05,05-03-11,00:00:00,REGULAR,7947048,3015121,281.0
1252,A010,R080,00-00-05,05-03-11,07:15:52,REGULAR,7947094,3015162,46.0
1253,A010,R080,00-00-05,05-03-11,08:00:00,REGULAR,7947121,3015197,27.0
1254,A010,R080,00-00-05,05-03-11,12:00:00,REGULAR,7947311,3015391,190.0
1255,A010,R080,00-00-05,05-03-11,14:13:19,REGULAR,7947498,3015416,187.0
1256,A010,R080,00-00-05,05-03-11,16:00:00,REGULAR,7947734,3015456,236.0
1257,A010,R080,00-00-05,05-03-11,20:00:00,REGULAR,7948984,3015519,1250.0
1258,A010,R080,00-00-05,05-04-11,00:00:00,REGULAR,7949532,3015539,548.0
1259,A010,R080,00-00-05,05-04-11,04:00:00,REGULAR,7949577,3015542,45.0
1261,A010,R080,00-00-05,05-04-11,08:00:00,REGULAR,7949616,3015622,39.0
1262,A010,R080,00-00-05,05-04-11,12:00:00,REGULAR,7949838,3015867,222.0
1263,A010,R080,00-00-05,05-04-11,16:00:00,REGULAR,7950171,3015978,333.0
1264,A010,R080,00-00-05,05-04-11,20:00:00,REGULAR,7950990,3016051,819.0
1265,A010,R080,00-00-05,05-05-11,00:00:00,REGULAR,7951350,3016067,360.0
1268,A010,R080,00-00-05,05-05-11,08:00:00,REGULAR,7951409,3016128,59.0
1269,A010,R080,00-00-05,05-05-11,12:00:00,REGULAR,7951625,3016363,216.0
1270,A010,R080,00-00-05,05-05-11,16:00:00,REGULAR,7951987,3016462,362.0
1271,A010,R080,00-00-05,05-05-11,20:00:00,REGULAR,7952826,3016566,839.0
1272,A010,R080,00-00-05,05-06-11,00:00:00,REGULAR,7953242,3016589,416.0
1273,A010,R080,00-00-05,05-06-11,04:00:00,REGULAR,7953299,3016600,57.0
1276,A010,R080,00-00-05,05-06-11,12:00:00,REGULAR,7953523,3016863,224.0
1277,A010,R080,00-00-05,05-06-11,16:00:00,REGULAR,7953868,3016936,345.0
1278,A010,R080,00-00-05,05-06-11,20:00:00,REGULAR,7954580,3017006,712.0
1279,A010,R080,00-00-06,05-01-11,00:00:00,REGULAR,11642523,3434047,0.0
1280,A010,R080,00-00-06,05-01-11,04:00:00,REGULAR,11642620,3434058,97.0
1281,A010,R080,00-00-06,05-01-11,08:00:00,REGULAR,11642661,3434078,41.0
1282,A010,R080,00-00-06,05-01-11,12:00:00,REGULAR,11642837,3434231,176.0
1283,A010,R080,00-00-06,05-01-11,16:00:00,REGULAR,11643185,3434367,348.0
1284,A010,R080,00-00-06,05-01-11,20:00:00,REGULAR,11643748,3434453,563.0
1285,A010,R080,00-00-06,05-02-11,00:00:00,REGULAR,11644002,3434486,254.0
1286,A010,R080,00-00-06,05-02-11,04:00:00,REGULAR,11644031,3434490,29.0
1288,A010,R080,00-00-06,05-02-11,08:00:00,REGULAR,11644078,3434563,47.0
1289,A010,R080,00-00-06,05-02-11,12:00:00,REGULAR,11644435,3434775,357.0
1290,A010,R080,00-00-06,05-02-11,16:00:00,REGULAR,11644930,3434876,495.0
1291,A010,R080,00-00-06,05-02-11,20:00:00,REGULAR,11646064,3434969,1134.0
1292,A010,R080,00-00-06,05-03-11,00:00:00,REGULAR,11646505,3434987,441.0
1295,A010,R080,00-00-06,05-03-11,07:15:52,REGULAR,11646591,3435035,86.0
1296,A010,R080,00-00-06,05-03-11,08:00:00,REGULAR,11646625,3435077,34.0
1297,A010,R080,00-00-06,05-03-11,12:00:00,REGULAR,11646980,3435313,355.0
1298,A010,R080,00-00-06,05-03-11,14:13:19,REGULAR,11647283,3435360,303.0
1299,A010,R080,00-00-06,05-03-11,16:00:00,REGULAR,11647621,3435398,338.0
1300,A010,R080,00-00-06,05-03-11,20:00:00,REGULAR,11649607,3435453,1986.0
1301,A010,R080,00-00-06,05-04-11,00:00:00,REGULAR,11650793,3435484,1186.0
1302,A010,R080,00-00-06,05-04-11,04:00:00,REGULAR,11650972,3435491,179.0
1303,A010,R080,00-00-06,05-04-11,08:00:00,REGULAR,11651118,3435606,146.0
1304,A010,R080,00-00-06,05-04-11,12:00:00,REGULAR,11651469,3435834,351.0
1305,A010,R080,00-00-06,05-04-11,16:00:00,REGULAR,11651995,3435937,526.0
1306,A010,R080,00-00-06,05-04-11,20:00:00,REGULAR,11653147,3436014,1152.0
1307,A010,R080,00-00-06,05-05-11,00:00:00,REGULAR,11653666,3436048,519.0
1308,A010,R080,00-00-06,05-05-11,04:00:00,REGULAR,11653740,3436050,74.0
1311,A010,R080,00-00-06,05-05-11,12:00:00,REGULAR,11654202,3436379,462.0
1312,A010,R080,00-00-06,05-05-11,16:00:00,REGULAR,11654812,3436496,610.0
1313,A010,R080,00-00-06,05-05-11,20:00:00,REGULAR,11655965,3436584,1153.0
1314,A010,R080,00-00-06,05-06-11,00:00:00,REGULAR,11656503,3436616,538.0
1315,A010,R080,00-00-06,05-06-11,04:00:00,REGULAR,11656590,3436626,87.0
1318,A010,R080,00-00-06,05-06-11,12:00:00,REGULAR,11656979,3436925,389.0
1319,A010,R080,00-00-06,05-06-11,13:00:05,REGULAR,11657087,3436961,108.0
1324,A010,R080,00-00-07,05-01-11,00:00:00,REGULAR,18828917,4056371,0.0
1325,A010,R080,00-00-07,05-01-11,04:00:00,REGULAR,18829113,4056395,196.0
1326,A010,R080,00-00-07,05-01-11,08:00:00,REGULAR,18829190,4056456,77.0
1327,A010,R080,00-00-07,05-01-11,12:00:00,REGULAR,18829532,4056676,342.0
1328,A010,R080,00-00-07,05-01-11,16:00:00,REGULAR,18830232,4056936,700.0
1329,A010,R080,00-00-07,05-01-11,20:00:00,REGULAR,18831174,4057064,942.0
1330,A010,R080,00-00-07,05-02-11,00:00:00,REGULAR,18831679,4057107,505.0
1331,A010,R080,00-00-07,05-02-11,04:00:00,REGULAR,18831760,4057121,81.0
1333,A010,R080,00-00-07,05-02-11,08:00:00,REGULAR,18831923,4057258,163.0
1334,A010,R080,00-00-07,05-02-11,12:00:00,REGULAR,18832670,4057555,747.0
1335,A010,R080,00-00-07,05-02-11,16:00:00,REGULAR,18833644,4057671,974.0
1336,A010,R080,00-00-07,05-02-11,20:00:00,REGULAR,18835327,4057732,1683.0
1337,A010,R080,00-00-07,05-03-11,00:00:00,REGULAR,18836139,4057769,812.0
1338,A010,R080,00-00-07,05-03-11,04:00:00,REGULAR,18836283,4057773,144.0
1341,A010,R080,00-00-07,05-03-11,08:00:00,REGULAR,18836442,4057990,159.0
1342,A010,R080,00-00-07,05-03-11,12:00:00,REGULAR,18837241,4058240,799.0
1343,A010,R080,00-00-07,05-03-11,14:13:19,REGULAR,18837754,4058308,513.0
1344,A010,R080,00-00-07,05-03-11,16:00:00,REGULAR,18838205,4058333,451.0
1345,A010,R080,00-00-07,05-03-11,20:00:00,REGULAR,18838350,4058426,145.0
1346,A010,R080,00-00-07,05-04-11,00:00:00,REGULAR,18838350,4058455,0.0
1347,A010,R080,00-00-07,05-04-11,04:00:00,REGULAR,18838350,4058459,0.0
1348,A010,R080,00-00-07,05-04-11,08:00:00,REGULAR,18838409,4058604,59.0
1349,A010,R080,00-00-07,05-04-11,12:00:00,REGULAR,18839200,4058855,791.0
1350,A010,R080,00-00-07,05-04-11,16:00:00,REGULAR,18840206,4058968,1006.0
1351,A010,R080,00-00-07,05-04-11,20:00:00,REGULAR,18841969,4059034,1763.0
1352,A010,R080,00-00-07,05-05-11,00:00:00,REGULAR,18842810,4059064,841.0
1355,A010,R080,00-00-07,05-05-11,08:00:00,REGULAR,18843113,4059226,303.0
1356,A010,R080,00-00-07,05-05-11,12:00:00,REGULAR,18844023,4059499,910.0
1357,A010,R080,00-00-07,05-05-11,16:00:00,REGULAR,18845157,4059636,1134.0
1358,A010,R080,00-00-07,05-05-11,20:00:00,REGULAR,18846941,4059724,1784.0
1359,A010,R080,00-00-07,05-06-11,00:00:00,REGULAR,18847925,4059760,984.0
1360,A010,R080,00-00-07,05-06-11,04:00:00,REGULAR,18848110,4059770,185.0
1363,A010,R080,00-00-07,05-06-11,12:00:00,REGULAR,18849046,4060220,936.0
1364,A010,R080,00-00-07,05-06-11,16:00:00,REGULAR,18850067,4060346,1021.0
1365,A010,R080,00-00-07,05-06-11,20:00:00,REGULAR,18851691,4060412,1624.0
1366,A011,R080,01-00-00,05-01-11,00:00:00,REGULAR,9992639,11335475,0.0
1367,A011,R080,01-00-00,05-01-11,04:00:00,REGULAR,9992769,11335546,130.0
1368,A011,R080,01-00-00,05-01-11,08:00:00,REGULAR,9992826,11335681,57.0
1369,A011,R080,01-00-00,05-01-11,12:00:00,REGULAR,9993099,11336100,273.0
1376,A011,R080,01-00-00,05-01-11,20:00:00,REGULAR,9993913,11336873,814.0
1377,A011,R080,01-00-00,05-02-11,00:00:00,REGULAR,9994166,11337021,253.0
1378,A011,R080,01-00-00,05-02-11,04:00:00,REGULAR,9994222,11337051,56.0
1381,A011,R080,01-00-00,05-02-11,12:00:00,REGULAR,9994756,11338597,534.0
1382,A011,R080,01-00-00,05-02-11,16:00:00,REGULAR,9995261,11338994,505.0
1383,A011,R080,01-00-00,05-02-11,20:00:00,REGULAR,9996384,11339309,1123.0
1384,A011,R080,01-00-00,05-03-11,00:00:00,REGULAR,9996811,11339397,427.0
1385,A011,R080,01-00-00,05-03-11,04:00:00,REGULAR,9996915,11339422,104.0
1386,A011,R080,01-00-00,05-03-11,08:00:00,REGULAR,9997018,11339842,103.0
1387,A011,R080,01-00-00,05-03-11,12:00:00,REGULAR,9997411,11341057,393.0
1388,A011,R080,01-00-00,05-03-11,16:00:00,REGULAR,9997995,11341478,584.0
1389,A011,R080,01-00-00,05-03-11,20:00:00,REGULAR,9999205,11341850,1210.0
1390,A011,R080,01-00-00,05-04-11,00:00:00,REGULAR,9999649,11341995,444.0
1391,A011,R080,01-00-00,05-04-11,04:00:00,REGULAR,9999740,11342018,91.0
1392,A011,R080,01-00-00,05-04-11,08:00:00,REGULAR,9999867,11342446,127.0
1393,A011,R080,01-00-00,05-04-11,12:00:00,REGULAR,10000260,11343647,393.0
1394,A011,R080,01-00-00,05-04-11,16:00:00,REGULAR,10000839,11344118,579.0
1395,A011,R080,01-00-00,05-04-11,20:00:00,REGULAR,10002077,11344506,1238.0
1396,A011,R080,01-00-00,05-05-11,00:00:00,REGULAR,10002557,11344643,480.0
1399,A011,R080,01-00-00,05-05-11,08:00:00,REGULAR,10002775,11345107,218.0
1400,A011,R080,01-00-00,05-05-11,12:00:00,REGULAR,10003190,11346233,415.0
1401,A011,R080,01-00-00,05-05-11,16:00:00,REGULAR,10003806,11346698,616.0
1402,A011,R080,01-00-00,05-05-11,20:00:00,REGULAR,10004969,11347143,1163.0
1403,A011,R080,01-00-00,05-06-11,00:00:00,REGULAR,10005464,11347277,495.0
1404,A011,R080,01-00-00,05-06-11,04:00:00,REGULAR,10005587,11347307,123.0
1405,A011,R080,01-00-00,05-06-11,08:00:00,REGULAR,10005698,11347730,111.0
1406,A011,R080,01-00-00,05-06-11,12:00:00,REGULAR,10006067,11348822,369.0
1407,A011,R080,01-00-00,05-06-11,16:00:00,REGULAR,10006681,11349264,614.0
1408,A011,R080,01-00-00,05-06-11,20:00:00,REGULAR,10007769,11349685,1088.0
1409,A011,R080,01-00-01,05-01-11,00:00:00,REGULAR,7185196,5191101,0.0
1410,A011,R080,01-00-01,05-01-11,04:00:00,REGULAR,7185264,5191132,68.0
1411,A011,R080,01-00-01,05-01-11,08:00:00,REGULAR,7185292,5191182,28.0
1412,A011,R080,01-00-01,05-01-11,12:00:00,REGULAR,7185469,5191364,177.0
1419,A011,R080,01-00-01,05-02-11,04:00:00,REGULAR,7186127,5191821,658.0
1422,A011,R080,01-00-01,05-02-11,12:00:00,REGULAR,7186458,5192612,331.0
1423,A011,R080,01-00-01,05-02-11,16:00:00,REGULAR,7186796,5192799,338.0
1424,A011,R080,01-00-01,05-02-11,20:00:00,REGULAR,7187717,5192927,921.0
1425,A011,R080,01-00-01,05-03-11,00:00:00,REGULAR,7187968,5192963,251.0
1426,A011,R080,01-00-01,05-03-11,04:00:00,REGULAR,7188018,5192969,50.0
1427,A011,R080,01-00-01,05-03-11,08:00:00,REGULAR,7188082,5193199,64.0
1428,A011,R080,01-00-01,05-03-11,12:00:00,REGULAR,7188414,5193819,332.0
