C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A007,R079,01-06-00,05-25-11,14:00:00,REGULAR,001399172,004389758
A007,R079,01-06-00,05-25-11,18:00:00,REGULAR,001399442,004390124
A007,R079,01-06-00,05-25-11,22:00:00,REGULAR,001399748,004390256
A007,R079,01-06-00,05-26-11,02:00:00,REGULAR,001399786,004390279
A007,R079,01-06-00,05-26-11,06:00:00,REGULAR,001399788,004390292              
A007,R079,01-06-00,05-26-11,10:00:00,REGULAR,001399809,004390550
A007,R079,01-06-00,05-26-11,14:00:00,REGULAR,001399915,004390958
A007,R079,01-06-00,05-26-11,18:00:00,REGULAR,001400214,004391316
A007,R079,01-06-00,05-26-11,22:00:00,REGULAR,001400436,004391450
A007,R079,01-06-00,05-27-11,02:00:00,REGULAR,001400461,004391476
A007,R079,01-06-00,05-27-11,06:00:00,REGULAR,001400464,004391495
A007,R079,01-06-00,05-27-11,10:00:00,REGULAR,001400514,004391823
A007,R079,01-06-00,05-27-11,14:00:00,REGULAR,001400607,004392263              
A007,R079,01-06-00,05-27-11,18:00:00,REGULAR,001400943,004392624
A007,R079,01-06-00,05-27-11,22:00:00,REGULAR,001401181,004392772                                                                                                                                                                                                                                                                                                  
A007,R079,01-06-01,05-21-11,02:00:00,REGULAR,002738950,004208006
A007,R079,01-06-01,05-21-11,06:00:00,REGULAR,002738961,004208020
A007,R079,01-06-01,05-21-11,10:00:00,REGULAR,002739016,004208276
A007,R079,01-06-01,05-21-11,14:00:00,REGULAR,002739181,004208937
A007,R079,01-06-01,05-21-11,18:00:00,REGULAR,002739537,004209774
A007,R079,01-06-01,05-21-11,22:00:00,REGULAR,002739907,004209995
A007,R079,01-06-01,05-22-11,02:00:00,REGULAR,002740026,004210094
A007,R079,01-06-01,05-22-11,06:00:00,REGULAR,002740039,004210101              
A007,R079,01-06-01,05-22-11,10:00:00,REGULAR,002740071,004210231
A007,R079,01-06-01,05-22-11,14:00:00,REGULAR,002740165,004210803
A007,R079,01-06-01,05-22-11,18:00:00,REGULAR,002740468,004211353
A007,R079,01-06-01,05-22-11,22:00:00,REGULAR,002740727,004211535
A007,R079,01-06-01,05-23-11,02:00:00,REGULAR,002740818,004211577
A007,R079,01-06-01,05-23-11,06:00:00,REGULAR,002740823,004211584
A007,R079,01-06-01,05-23-11,10:00:00,REGULAR,002740891,004212307
A007,R079,01-06-01,05-23-11,14:00:00,REGULAR,002741083,004213020              
A007,R079,01-06-01,05-23-11,18:00:00,REGULAR,002741693,004213663
A007,R079,01-06-01,05-23-11,22:00:00,REGULAR,002742174,004213955
A007,R079,01-06-01,05-24-11,02:00:00,REGULAR,002742319,004213983
A007,R079,01-06-01,05-24-11,06:00:00,REGULAR,002742321,004213997
A007,R079,01-06-01,05-24-11,10:00:00,REGULAR,002742394,004214786
A007,R079,01-06-01,05-24-11,14:00:00,REGULAR,002742570,004215424
A007,R079,01-06-01,05-24-11,18:00:00,REGULAR,002743202,004215990
A007,R079,01-06-01,05-24-11,22:00:00,REGULAR,002743739,004216269              
A007,R079,01-06-01,05-25-11,02:00:00,REGULAR,002743909,004216311
A007,R079,01-06-01,05-25-11,06:00:00,REGULAR,002743912,004216323
A007,R079,01-06-01,05-25-11,10:00:00,REGULAR,002743986,004217132
A007,R079,01-06-01,05-25-11,14:00:00,REGULAR,002744201,004217750
A007,R079,01-06-01,05-25-11,18:00:00,REGULAR,002744824,004218441
A007,R079,01-06-01,05-25-11,22:00:00,REGULAR,002745385,004218691
A007,R079,01-06-01,05-26-11,02:00:00,REGULAR,002745540,004218748
A007,R079,01-06-01,05-26-11,06:00:00,REGULAR,002745544,004218754              
A007,R079,01-06-01,05-26-11,10:00:00,REGULAR,002745620,004219512
A007,R079,01-06-01,05-26-11,14:00:00,REGULAR,002745831,004220267
A007,R079,01-06-01,05-26-11,18:00:00,REGULAR,002746448,004220929
A007,R079,01-06-01,05-26-11,22:00:00,REGULAR,002746986,004221208
A007,R079,01-06-01,05-27-11,02:00:00,REGULAR,002747167,004221276
A007,R079,01-06-01,05-27-11,06:00:00,REGULAR,002747172,004221295
A007,R079,01-06-01,05-27-11,10:00:00,REGULAR,002747244,004222000
A007,R079,01-06-01,05-27-11,14:00:00,REGULAR,002747422,004222740              
A007,R079,01-06-01,05-27-11,18:00:00,REGULAR,002747998,004223504
A007,R079,01-06-01,05-27-11,22:00:00,REGULAR,002748471,004223860                                                                                                                                                                                                                                                                                                  
A007,R079,01-06-02,05-21-11,02:00:00,REGULAR,001693590,001042987
A007,R079,01-06-02,05-21-11,06:00:00,REGULAR,001693593,001042990
A007,R079,01-06-02,05-21-11,10:00:00,REGULAR,001693603,001043087
A007,R079,01-06-02,05-21-11,14:00:00,REGULAR,001693761,001043263
A007,R079,01-06-02,05-21-11,18:00:00,REGULAR,001694267,001043394
A007,R079,01-06-02,05-21-11,22:00:00,REGULAR,001694687,001043423
A007,R079,01-06-02,05-22-11,02:00:00,REGULAR,001694739,001043432
A007,R079,01-06-02,05-22-11,06:00:00,REGULAR,001694748,001043437              
A007,R079,01-06-02,05-22-11,10:00:00,REGULAR,001694755,001043487
A007,R079,01-06-02,05-22-11,14:00:00,REGULAR,001694874,001043629
A007,R079,01-06-02,05-22-11,18:00:00,REGULAR,001695160,001043751
A007,R079,01-06-02,05-22-11,22:00:00,REGULAR,001695351,001043776
A007,R079,01-06-02,05-23-11,02:00:00,REGULAR,001695375,001043779
A007,R079,01-06-02,05-23-11,06:00:00,REGULAR,001695379,001043787
A007,R079,01-06-02,05-23-11,10:00:00,REGULAR,001695407,001043977
A007,R079,01-06-02,05-23-11,14:00:00,REGULAR,001695529,001044109              
A007,R079,01-06-02,05-23-11,18:00:00,REGULAR,001695931,001044197
A007,R079,01-06-02,05-23-11,22:00:00,REGULAR,001696206,001044238
A007,R079,01-06-02,05-24-11,02:00:00,REGULAR,001696237,001044245
A007,R079,01-06-02,05-24-11,06:00:00,REGULAR,001696239,001044251
A007,R079,01-06-02,05-24-11,10:00:00,REGULAR,001696262,001044449
A007,R079,01-06-02,05-24-11,14:00:00,REGULAR,001696382,001044542
A007,R079,01-06-02,05-24-11,18:00:00,REGULAR,001696800,001044639
A007,R079,01-06-02,05-24-11,22:00:00,REGULAR,001697180,001044668              
A007,R079,01-06-02,05-25-11,02:00:00,REGULAR,001697247,001044673
A007,R079,01-06-02,05-25-11,06:00:00,REGULAR,001697247,001044684
A007,R079,01-06-02,05-25-11,10:00:00,REGULAR,001697281,001044874
A007,R079,01-06-02,05-25-11,14:00:00,REGULAR,001697444,001044996
A007,R079,01-06-02,05-25-11,18:00:00,REGULAR,001697903,001045109
A007,R079,01-06-02,05-25-11,22:00:00,REGULAR,001698283,001045164
A007,R079,01-06-02,05-26-11,02:00:00,REGULAR,001698343,001045167
A007,R079,01-06-02,05-26-11,06:00:00,REGULAR,001698345,001045176              
A007,R079,01-06-02,05-26-11,10:00:00,REGULAR,001698369,001045355
A007,R079,01-06-02,05-26-11,14:00:00,REGULAR,001698526,001045498
A007,R079,01-06-02,05-26-11,18:00:00,REGULAR,001699032,001045595
A007,R079,01-06-02,05-26-11,22:00:00,REGULAR,001699402,001045646
A007,R079,01-06-02,05-27-11,02:00:00,REGULAR,001699452,001045651
A007,R079,01-06-02,05-27-11,06:00:00,REGULAR,001699457,001045658
A007,R079,01-06-02,05-27-11,10:00:00,REGULAR,001699520,001045831
A007,R079,01-06-02,05-27-11,14:00:00,REGULAR,001699695,001045965              
A007,R079,01-06-02,05-27-11,18:00:00,REGULAR,001700233,001046059
A007,R079,01-06-02,05-27-11,22:00:00,REGULAR,001700584,001046092                                                                                                                                                                                                                                                                                                  
A007,R079,01-06-03,05-21-11,02:00:00,REGULAR,003079164,001231334
A007,R079,01-06-03,05-21-11,06:00:00,REGULAR,003079177,001231341
A007,R079,01-06-03,05-21-11,10:00:00,REGULAR,003079218,001231393
A007,R079,01-06-03,05-21-11,14:00:00,REGULAR,003079499,001231587
A007,R079,01-06-03,05-21-11,18:00:00,REGULAR,003080102,001231911
A007,R079,01-06-03,05-21-11,22:00:00,REGULAR,003080650,001232004
A007,R079,01-06-03,05-22-11,02:00:00,REGULAR,003080755,001232021
A007,R079,01-06-03,05-22-11,06:00:00,REGULAR,003080766,001232022              
A007,R079,01-06-03,05-22-11,10:00:00,REGULAR,003080801,001232040
A007,R079,01-06-03,05-22-11,14:00:00,REGULAR,003081016,001232157
A007,R079,01-06-03,05-22-11,18:00:00,REGULAR,003081503,001232327
A007,R079,01-06-03,05-22-11,22:00:00,REGULAR,003081834,001232402
A007,R079,01-06-03,05-23-11,02:00:00,REGULAR,003081890,001232411
A007,R079,01-06-03,05-23-11,06:00:00,REGULAR,003081896,001232417
A007,R079,01-06-03,05-23-11,10:00:00,REGULAR,003081969,001232591
A007,R079,01-06-03,05-23-11,14:00:00,REGULAR,003082247,001232738              
A007,R079,01-06-03,05-23-11,18:00:00,REGULAR,003082904,001232979
A007,R079,01-06-03,05-23-11,22:00:00,REGULAR,003083416,001233085
A007,R079,01-06-03,05-24-11,02:00:00,REGULAR,003083508,001233097
A007,R079,01-06-03,05-24-11,06:00:00,REGULAR,003083511,001233100
A007,R079,01-06-03,05-24-11,10:00:00,REGULAR,003083604,001233323
A007,R079,01-06-03,05-24-11,14:00:00,REGULAR,003083884,001233460
A007,R079,01-06-03,05-24-11,18:00:00,REGULAR,003084550,001233689
A007,R079,01-06-03,05-24-11,22:00:00,REGULAR,003085129,001233819              
A007,R079,01-06-03,05-25-11,02:00:00,REGULAR,003085246,001233828
A007,R079,01-06-03,05-25-11,06:00:00,REGULAR,003085254,001233830
A007,R079,01-06-03,05-25-11,10:00:00,REGULAR,003085351,001233989
A007,R079,01-06-03,05-25-11,14:00:00,REGULAR,003085665,001234163
A007,R079,01-06-03,05-25-11,18:00:00,REGULAR,003086370,001234419
A007,R079,01-06-03,05-25-11,22:00:00,REGULAR,003086958,001234515
A007,R079,01-06-03,05-26-11,02:00:00,REGULAR,003087071,001234532
A007,R079,01-06-03,05-26-11,06:00:00,REGULAR,003087076,001234535              
A007,R079,01-06-03,05-26-11,10:00:00,REGULAR,003087156,001234753
A007,R079,01-06-03,05-26-11,14:00:00,REGULAR,003087444,001234959
A007,R079,01-06-03,05-26-11,18:00:00,REGULAR,003088233,001235148
A007,R079,01-06-03,05-26-11,22:00:00,REGULAR,003088792,001235229
A007,R079,01-06-03,05-27-11,02:00:00,REGULAR,003088912,001235247
A007,R079,01-06-03,05-27-11,06:00:00,REGULAR,003088921,001235252
A007,R079,01-06-03,05-27-11,10:00:00,REGULAR,003089009,001235397
A007,R079,01-06-03,05-27-11,14:00:00,REGULAR,003089289,001235618              
A007,R079,01-06-03,05-27-11,18:00:00,REGULAR,003090091,001235887
A007,R079,01-06-03,05-27-11,22:00:00,REGULAR,003090586,001236011                                                                                                                                                                                                                                                                                                  
A010,R080,00-00-00,05-21-11,00:00:00,REGULAR,002307743,000958210
A010,R080,00-00-00,05-21-11,04:00:00,REGULAR,002307861,000958255
A010,R080,00-00-00,05-21-11,04:00:00,RECOVR,002307861,000958255
A010,R080,00-00-00,05-21-11,08:00:00,AUD,002307920,000958312
A010,R080,00-00-00,05-21-11,12:00:00,REGULAR,002308130,000958558
A010,R080,00-00-00,05-21-11,16:00:00,REGULAR,002308594,000958874
A010,R080,00-00-00,05-21-11,20:00:00,REGULAR,002309182,000959078
A010,R080,00-00-00,05-22-11,00:00:00,REGULAR,002309555,000959195                   
A010,R080,00-00-00,05-22-11,04:00:00,REGULAR,002309647,000959255
A010,R080,00-00-00,05-22-11,04:00:00,RECOVR,002309647,000959255
A010,R080,00-00-00,05-22-11,08:00:00,AUD,002309688,000959300
A010,R080,00-00-00,05-22-11,12:00:00,REGULAR,002309870,000959504
A010,R080,00-00-00,05-22-11,16:00:00,REGULAR,002310260,000959745
A010,R080,00-00-00,05-22-11,20:00:00,REGULAR,002310792,000959906
A010,R080,00-00-00,05-23-11,00:00:00,REGULAR,002311068,000959992
A010,R080,00-00-00,05-23-11,04:00:00,REGULAR,002311114,000959999                   
A010,R080,00-00-00,05-23-11,04:00:00,RECOVR,002311114,000959999
A010,R080,00-00-00,05-23-11,07:48:44,AUD,002311190,000960129
A010,R080,00-00-00,05-23-11,08:00:00,REGULAR,002311199,000960139
A010,R080,00-00-00,05-23-11,12:00:00,REGULAR,002311520,000960651
A010,R080,00-00-00,05-23-11,16:00:00,REGULAR,002312068,000960954
A010,R080,00-00-00,05-23-11,20:00:00,REGULAR,002313086,000961263
A010,R080,00-00-00,05-24-11,00:00:00,REGULAR,002313520,000961378
A010,R080,00-00-00,05-24-11,04:00:00,REGULAR,002313622,000961388                   
A010,R080,00-00-00,05-24-11,04:00:00,RECOVR,002313622,000961388
A010,R080,00-00-00,05-24-11,08:00:00,AUD,002313698,000961530
A010,R080,00-00-00,05-24-11,12:00:00,REGULAR,002314003,000962049
A010,R080,00-00-00,05-24-11,16:00:00,REGULAR,002314589,000962374
A010,R080,00-00-00,05-24-11,20:00:00,REGULAR,002315542,000962789
A010,R080,00-00-00,05-25-11,00:00:00,REGULAR,002316015,000962918
A010,R080,00-00-00,05-25-11,04:00:00,REGULAR,002316094,000962930
A010,R080,00-00-00,05-25-11,04:00:00,REGULAR,002316094,000962930                   
A010,R080,00-00-00,05-25-11,08:00:00,REGULAR,002316167,000963114
A010,R080,00-00-00,05-25-11,12:00:00,REGULAR,002316489,000963612
A010,R080,00-00-00,05-25-11,16:00:00,REGULAR,002317123,000963997
A010,R080,00-00-00,05-25-11,20:00:00,REGULAR,002318164,000964347
A010,R080,00-00-00,05-26-11,00:00:00,REGULAR,002318686,000964470
A010,R080,00-00-00,05-26-11,04:00:00,REGULAR,002318784,000964484
A010,R080,00-00-00,05-26-11,08:00:00,REGULAR,002318865,000964655
A010,R080,00-00-00,05-26-11,12:00:00,REGULAR,002319187,000965205              
A010,R080,00-00-00,05-26-11,16:00:00,REGULAR,002319781,000965562
A010,R080,00-00-00,05-26-11,20:00:00,REGULAR,002320829,000965898
A010,R080,00-00-00,05-27-11,00:00:00,REGULAR,002321373,000966000
A010,R080,00-00-00,05-27-11,04:00:00,REGULAR,002321462,000966021
A010,R080,00-00-00,05-27-11,04:00:00,RECOVR,002321462,000966021
A010,R080,00-00-00,05-27-11,08:00:00,AUD,002321548,000966168
A010,R080,00-00-00,05-27-11,12:00:00,REGULAR,002321859,000966630
A010,R080,00-00-00,05-27-11,16:00:00,REGULAR,002322549,000967021                   
A010,R080,00-00-00,05-27-11,20:00:00,REGULAR,002323280,000967320                                                                                                                                                                                                                                                                                                                                                
A010,R080,00-00-01,05-21-11,00:00:00,REGULAR,010107042,003461326
A010,R080,00-00-01,05-21-11,04:00:00,REGULAR,010107098,003461343
A010,R080,00-00-01,05-21-11,04:00:00,RECOVR,010107098,003461343
A010,R080,00-00-01,05-21-11,08:00:00,AUD,010107125,003461377
A010,R080,00-00-01,05-21-11,12:00:00,REGULAR,010107256,003461497
A010,R080,00-00-01,05-21-11,16:00:00,REGULAR,010107588,003461664
A010,R080,00-00-01,05-21-11,20:00:00,REGULAR,010107994,003461814
A010,R080,00-00-01,05-22-11,00:00:00,REGULAR,010108221,003461880                   
A010,R080,00-00-01,05-22-11,04:00:00,REGULAR,010108277,003461907
A010,R080,00-00-01,05-22-11,04:00:00,RECOVR,010108277,003461907
A010,R080,00-00-01,05-22-11,08:00:00,AUD,010108306,003461934
A010,R080,00-00-01,05-22-11,12:00:00,REGULAR,010108421,003462010
A010,R080,00-00-01,05-22-11,16:00:00,REGULAR,010108660,003462159
A010,R080,00-00-01,05-22-11,20:00:00,REGULAR,010109017,003462263
A010,R080,00-00-01,05-23-11,00:00:00,REGULAR,010109162,003462308
A010,R080,00-00-01,05-23-11,04:00:00,REGULAR,010109188,003462315                   
A010,R080,00-00-01,05-23-11,04:00:00,RECOVR,010109188,003462315
A010,R080,00-00-01,05-23-11,07:48:44,AUD,010109211,003462389
A010,R080,00-00-01,05-23-11,08:00:00,REGULAR,010109221,003462398
A010,R080,00-00-01,05-23-11,12:00:00,REGULAR,010109391,003462733
A010,R080,00-00-01,05-23-11,16:00:00,REGULAR,010109754,003462893
A010,R080,00-00-01,05-23-11,20:00:00,REGULAR,010110426,003463121
A010,R080,00-00-01,05-24-11,00:00:00,REGULAR,010110690,003463190
A010,R080,00-00-01,05-24-11,04:00:00,REGULAR,010110727,003463197                   
A010,R080,00-00-01,05-24-11,04:00:00,RECOVR,010110727,003463197
A010,R080,00-00-01,05-24-11,08:00:00,AUD,010110770,003463278
A010,R080,00-00-01,05-24-11,12:00:00,REGULAR,010110959,003463601
A010,R080,00-00-01,05-24-11,16:00:00,REGULAR,010111341,003463797
A010,R080,00-00-01,05-24-11,20:00:00,REGULAR,010111989,003464031
A010,R080,00-00-01,05-25-11,00:00:00,REGULAR,010112297,003464091
A010,R080,00-00-01,05-25-11,04:00:00,REGULAR,010112332,003464098
A010,R080,00-00-01,05-25-11,04:00:00,REGULAR,010112332,003464098                   
A010,R080,00-00-01,05-25-11,08:00:00,REGULAR,010112374,003464176
A010,R080,00-00-01,05-25-11,12:00:00,REGULAR,010112583,003464510
A010,R080,00-00-01,05-25-11,16:00:00,REGULAR,010112954,003464746
A010,R080,00-00-01,05-25-11,20:00:00,REGULAR,010113682,003464958
A010,R080,00-00-01,05-26-11,00:00:00,REGULAR,010113968,003465020
A010,R080,00-00-01,05-26-11,04:00:00,REGULAR,010114011,003465027
A010,R080,00-00-01,05-26-11,08:00:00,REGULAR,010114040,003465106
A010,R080,00-00-01,05-26-11,12:00:00,REGULAR,010114265,003465446              
A010,R080,00-00-01,05-26-11,16:00:00,REGULAR,010114678,003465686
A010,R080,00-00-01,05-26-11,20:00:00,REGULAR,010115397,003465939
A010,R080,00-00-01,05-27-11,00:00:00,REGULAR,010115770,003466004
A010,R080,00-00-01,05-27-11,04:00:00,REGULAR,010115804,003466017
A010,R080,00-00-01,05-27-11,04:00:00,RECOVR,010115804,003466017
A010,R080,00-00-01,05-27-11,08:00:00,AUD,010115836,003466096
A010,R080,00-00-01,05-27-11,12:00:00,REGULAR,010116090,003466359
A010,R080,00-00-01,05-27-11,16:00:00,REGULAR,010116543,003466605                   
A010,R080,00-00-01,05-27-11,20:00:00,REGULAR,010117159,003466759                                                                                                                                                                                                                                                                                                                                                
A010,R080,00-00-02,05-21-11,00:00:00,REGULAR,007354303,002691889
A010,R080,00-00-02,05-21-11,04:00:00,REGULAR,007354340,002691905
A010,R080,00-00-02,05-21-11,04:00:00,RECOVR,007354340,002691905
A010,R080,00-00-02,05-21-11,08:00:00,AUD,007354360,002691939
A010,R080,00-00-02,05-21-11,12:00:00,REGULAR,007354482,002692023
A010,R080,00-00-02,05-21-11,16:00:00,REGULAR,007354719,002692141
A010,R080,00-00-02,05-21-11,20:00:00,REGULAR,007355046,002692246
A010,R080,00-00-02,05-22-11,00:00:00,REGULAR,007355216,002692287                   
A010,R080,00-00-02,05-22-11,04:00:00,REGULAR,007355236,002692305
A010,R080,00-00-02,05-22-11,08:00:00,REGULAR,007355245,002692321
A010,R080,00-00-02,05-22-11,12:00:00,REGULAR,007355322,002692381
A010,R080,00-00-02,05-22-11,16:00:00,REGULAR,007355506,002692462
A010,R080,00-00-02,05-22-11,20:00:00,REGULAR,007355746,002692513
A010,R080,00-00-02,05-23-11,00:00:00,REGULAR,007355856,002692526
A010,R080,00-00-02,05-23-11,04:00:00,REGULAR,007355869,002692531
A010,R080,00-00-02,05-23-11,04:00:00,RECOVR,007355869,002692531               
A010,R080,00-00-02,05-23-11,07:48:44,REGULAR,007355889,002692581
A010,R080,00-00-02,05-23-11,08:00:00,REGULAR,007355895,002692583
A010,R080,00-00-02,05-23-11,12:00:00,REGULAR,007356051,002692824
A010,R080,00-00-02,05-23-11,16:00:00,REGULAR,007356338,002692957
A010,R080,00-00-02,05-23-11,20:00:00,REGULAR,007356855,002693087
A010,R080,00-00-02,05-24-11,00:00:00,REGULAR,007357026,002693124
A010,R080,00-00-02,05-24-11,04:00:00,REGULAR,007357039,002693127
A010,R080,00-00-02,05-24-11,04:00:00,RECOVR,007357039,002693127               
A010,R080,00-00-02,05-24-11,08:00:00,REGULAR,007357067,002693204
A010,R080,00-00-02,05-24-11,12:00:00,REGULAR,007357203,002693454
A010,R080,00-00-02,05-24-11,16:00:00,REGULAR,007357505,002693563
A010,R080,00-00-02,05-24-11,20:00:00,REGULAR,007358035,002693724
A010,R080,00-00-02,05-25-11,00:00:00,REGULAR,007358262,002693758
A010,R080,00-00-02,05-25-11,04:00:00,REGULAR,007358283,002693764
A010,R080,00-00-02,05-25-11,04:00:00,RECOVR,007358283,002693764
A010,R080,00-00-02,05-25-11,08:00:00,AUD,007358311,002693844                   
A010,R080,00-00-02,05-25-11,12:00:00,REGULAR,007358470,002694095
A010,R080,00-00-02,05-25-11,16:00:00,REGULAR,007358787,002694220
A010,R080,00-00-02,05-25-11,20:00:00,REGULAR,007359348,002694352
A010,R080,00-00-02,05-26-11,00:00:00,REGULAR,007359544,002694403
A010,R080,00-00-02,05-26-11,04:00:00,REGULAR,007359572,002694406
A010,R080,00-00-02,05-26-11,04:00:00,RECOVR,007359572,002694406
A010,R080,00-00-02,05-26-11,08:00:00,AUD,007359599,002694480
A010,R080,00-00-02,05-26-11,12:00:00,REGULAR,007359764,002694722                   
A010,R080,00-00-02,05-26-11,16:00:00,REGULAR,007360085,002694894
A010,R080,00-00-02,05-26-11,20:00:00,REGULAR,007360680,002695067
A010,R080,00-00-02,05-27-11,00:00:00,REGULAR,007360934,002695120
A010,R080,00-00-02,05-27-11,04:00:00,REGULAR,007360957,002695128
A010,R080,00-00-02,05-27-11,04:00:00,RECOVR,007360957,002695128
A010,R080,00-00-02,05-27-11,08:00:00,AUD,007360982,002695195
A010,R080,00-00-02,05-27-11,12:00:00,REGULAR,007361164,002695384
A010,R080,00-00-02,05-27-11,16:00:00,REGULAR,007361543,002695526                   
A010,R080,00-00-02,05-27-11,20:00:00,REGULAR,007361950,002695633                                                                                                                                                                                                                                                                                                                                                
A010,R080,00-00-03,05-21-11,00:00:00,REGULAR,000584187,000289934
A010,R080,00-00-03,05-21-11,04:00:00,REGULAR,000584211,000289942
A010,R080,00-00-03,05-21-11,04:00:00,RECOVR,000584211,000289942
A010,R080,00-00-03,05-21-11,08:00:00,AUD,000584223,000289964
A010,R080,00-00-03,05-21-11,12:00:00,REGULAR,000584284,000290034
A010,R080,00-00-03,05-21-11,16:00:00,REGULAR,000584472,000290117
A010,R080,00-00-03,05-21-11,20:00:00,REGULAR,000584734,000290190
A010,R080,00-00-03,05-22-11,00:00:00,REGULAR,000584876,000290213                   
A010,R080,00-00-03,05-22-11,04:00:00,REGULAR,000584908,000290222
A010,R080,00-00-03,05-22-11,08:00:00,REGULAR,000584918,000290248
A010,R080,00-00-03,05-22-11,12:00:00,REGULAR,000584978,000290309
A010,R080,00-00-03,05-22-11,16:00:00,REGULAR,000585096,000290378
A010,R080,00-00-03,05-22-11,20:00:00,REGULAR,000585271,000290426
A010,R080,00-00-03,05-23-11,00:00:00,REGULAR,000585362,000290443
A010,R080,00-00-03,05-23-11,04:00:00,REGULAR,000585367,000290445
A010,R080,00-00-03,05-23-11,04:00:00,RECOVR,000585367,000290445               
A010,R080,00-00-03,05-23-11,07:48:44,REGULAR,000585380,000290496
A010,R080,00-00-03,05-23-11,08:00:00,REGULAR,000585387,000290499
A010,R080,00-00-03,05-23-11,12:00:00,REGULAR,000585493,000290731
A010,R080,00-00-03,05-23-11,16:00:00,REGULAR,000585670,000290820
A010,R080,00-00-03,05-23-11,20:00:00,REGULAR,000586115,000290916
A010,R080,00-00-03,05-24-11,00:00:00,REGULAR,000586268,000290949
A010,R080,00-00-03,05-24-11,04:00:00,REGULAR,000586279,000290952
A010,R080,00-00-03,05-24-11,04:00:00,RECOVR,000586279,000290952               
A010,R080,00-00-03,05-24-11,08:00:00,REGULAR,000586298,000291034
A010,R080,00-00-03,05-24-11,12:00:00,REGULAR,000586412,000291242
A010,R080,00-00-03,05-24-11,16:00:00,REGULAR,000586625,000291330
A010,R080,00-00-03,05-24-11,20:00:00,REGULAR,000587093,000291475
A010,R080,00-00-03,05-25-11,00:00:00,REGULAR,000587288,000291504
A010,R080,00-00-03,05-25-11,04:00:00,REGULAR,000587300,000291507
A010,R080,00-00-03,05-25-11,04:00:00,RECOVR,000587300,000291507
A010,R080,00-00-03,05-25-11,08:00:00,AUD,000587316,000291579                   
A010,R080,00-00-03,05-25-11,12:00:00,REGULAR,000587428,000291814
A010,R080,00-00-03,05-25-11,16:00:00,REGULAR,000587681,000291905
A010,R080,00-00-03,05-25-11,20:00:00,REGULAR,000588176,000292013
A010,R080,00-00-03,05-26-11,00:00:00,REGULAR,000588346,000292049
A010,R080,00-00-03,05-26-11,04:00:00,REGULAR,000588372,000292053
A010,R080,00-00-03,05-26-11,04:00:00,RECOVR,000588372,000292053
A010,R080,00-00-03,05-26-11,08:00:00,AUD,000588396,000292127
A010,R080,00-00-03,05-26-11,12:00:00,REGULAR,000588540,000292347                   
A010,R080,00-00-03,05-26-11,16:00:00,REGULAR,000588762,000292462
A010,R080,00-00-03,05-26-11,20:00:00,REGULAR,000589279,000292594
A010,R080,00-00-03,05-27-11,00:00:00,REGULAR,000589507,000292619
A010,R080,00-00-03,05-27-11,04:00:00,REGULAR,000589529,000292627
A010,R080,00-00-03,05-27-11,04:00:00,RECOVR,000589529,000292627
A010,R080,00-00-03,05-27-11,08:00:00,AUD,000589546,000292686
A010,R080,00-00-03,05-27-11,12:00:00,REGULAR,000589696,000292870
A010,R080,00-00-03,05-27-11,16:00:00,REGULAR,000589948,000292984                   
A010,R080,00-00-03,05-27-11,20:00:00,REGULAR,000590336,000293075                                                                                                                                                                                                                                                                                                                                                
A010,R080,00-00-04,05-21-11,00:00:00,REGULAR,001041027,000566286
A010,R080,00-00-04,05-21-11,04:00:00,REGULAR,001041068,000566294
A010,R080,00-00-04,05-21-11,04:00:00,RECOVR,001041068,000566294
A010,R080,00-00-04,05-21-11,08:00:00,AUD,001041085,000566326
A010,R080,00-00-04,05-21-11,12:00:00,REGULAR,001041161,000566443
A010,R080,00-00-04,05-21-11,16:00:00,REGULAR,001041342,000566576
A010,R080,00-00-04,05-21-11,20:00:00,REGULAR,001041663,000566691
A010,R080,00-00-04,05-22-11,00:00:00,REGULAR,001041831,000566724                   
A010,R080,00-00-04,05-22-11,04:00:00,REGULAR,001041857,000566733
A010,R080,00-00-04,05-22-11,08:00:00,REGULAR,001041867,000566748
A010,R080,00-00-04,05-22-11,12:00:00,REGULAR,001041933,000566832
A010,R080,00-00-04,05-22-11,16:00:00,REGULAR,001042075,000566911
A010,R080,00-00-04,05-22-11,20:00:00,REGULAR,001042311,000566948
A010,R080,00-00-04,05-23-11,00:00:00,REGULAR,001042436,000566974
A010,R080,00-00-04,05-23-11,04:00:00,REGULAR,001042443,000566975
A010,R080,00-00-04,05-23-11,04:00:00,RECOVR,001042443,000566975               
A010,R080,00-00-04,05-23-11,07:48:44,REGULAR,001042468,000567051
A010,R080,00-00-04,05-23-11,08:00:00,REGULAR,001042475,000567065
A010,R080,00-00-04,05-23-11,12:00:00,REGULAR,001042598,000567322
A010,R080,00-00-04,05-23-11,16:00:00,REGULAR,001042837,000567421
A010,R080,00-00-04,05-23-11,20:00:00,REGULAR,001043399,000567506
A010,R080,00-00-04,05-24-11,00:00:00,REGULAR,001043598,000567526
A010,R080,00-00-04,05-24-11,04:00:00,REGULAR,001043620,000567531
A010,R080,00-00-04,05-24-11,04:00:00,RECOVR,001043620,000567531               
A010,R080,00-00-04,05-24-11,08:00:00,REGULAR,001043643,000567627
